project_id,building_type,city,state,built_up_area_sqft,num_floors,project_start_date,estimated_duration_months,total_civil_cost_inr,total_electrical_cost_inr,total_plumbing_cost_inr,total_project_cost_inr,cost_per_sqft_inr
PRJ0353,Commercial - Hospital,Coimbatore,Tamil Nadu,108437.0,9,2025-01-18,17.0,540005571.0,11996854.27,10567557.05,562569982.32,5187.99
PRJ0354,Commercial - Retail / Mall,Ahmedabad,Gujarat,236819.0,5,2021-07-17,18.0,826459274.37,40031946.04,28115641.94,894606862.35,3777.6
PRJ0355,Commercial - Retail / Mall,Chennai,Tamil Nadu,402132.0,1,2021-03-18,19.0,2066688564.44,46427886.19,32601630.46,2145718081.09,5335.86
PRJ0356,Commercial - Office Building,Ahmedabad,Gujarat,15857.0,1,2025-11-25,25.0,87250313.02,4061951.05,773827.81,92086091.88,5807.28
PRJ0357,Residential - Apartment Complex,Delhi,Delhi,41078.0,1,2021-05-14,11.0,275362805.24,7587642.95,4683833.34,287634281.53,7002.15
PRJ0358,Commercial - Hotel,Delhi,Delhi,137468.0,11,2024-03-08,13.0,761011309.2,20338770.59,9031468.72,790381548.51,5749.57
PRJ0359,Industrial - Heavy Manufacturing,Mumbai,Maharashtra,315106.0,8,2021-09-18,12.0,1676195556.12,62489329.99,3972116.42,1742657002.53,5530.38
PRJ0360,Commercial - Hotel,Hyderabad,Telangana,200589.0,5,2023-05-30,14.0,992627096.1,47823626.22,25109676.05,1065560398.37,5312.16
PRJ0361,Commercial - Hospital,Surat,Gujarat,237592.0,7,2021-03-13,,1252426523.4,36870295.29,20020208.59,1309317027.28,5510.78
PRJ0362,Residential - Apartment Complex,Pune,Maharashtra,42523.0,5,2023-08-18,7.0,234643831.04,7885423.7,1463005.41,243992260.15,5737.89
PRJ0363,Commercial - Retail / Mall,Chennai,Tamil Nadu,495351.0,6,2022-02-06,3.0,3605757771.96,70134791.57,50768835.32,3726661398.85,7523.27
PRJ0364,Commercial - Hotel,Indore,Madhya Pradesh,214117.0,4,2023-04-20,16.0,1176849926.89,22897292.04,20774319.9,1220521538.83,5700.26
PRJ0365,Commercial - Retail / Mall,Lucknow,Uttar Pradesh,45817.0,5,2025-06-07,17.0,167566800.04,7407886.91,5493270.69,180467957.64,3938.89
PRJ0366,Industrial - Heavy Manufacturing,Pune,Maharashtra,195145.0,1,2022-04-28,,790612041.07,25368588.84,11346841.63,827327471.54,4239.55
PRJ0367,Commercial - Office Building,Kolkata,West Bengal,147588.0,8,2022-05-10,20.0,985900607.06,20870396.09,11600769.53,1018371772.68,6900.1
PRJ0368,Commercial - Hospital,Coimbatore,Tamil Nadu,243528.0,3,2022-07-03,9.0,818051891.25,21549102.21,20110728.91,859711722.37,3530.24
PRJ0369,Commercial - Retail / Mall,Bengaluru,Karnataka,333773.0,4,2025-01-10,16.0,2167679585.7,50530032.14,20518626.14,2238728243.98,6707.34
PRJ0370,Commercial - Office Building,Hyderabad,Telangana,123279.0,4,2023-02-22,13.0,530084532.73,22904702.99,8338378.24,561327613.96,4553.31
PRJ0371,Commercial - Hotel,Jaipur,Rajasthan,133545.0,4,2021-06-01,13.0,547414829.69,25556133.96,12031739.42,585002703.07,4380.57
PRJ0372,Industrial - Light Manufacturing,Nagpur,Maharashtra,108432.0,6,2021-10-20,12.0,450923881.7,6267205.96,6846329.17,464037416.83,4279.52
PRJ0373,Commercial - Retail / Mall,Hyderabad,Telangana,214924.0,7,2022-10-18,3.0,986600488.88,43656039.88,19383826.88,1049640355.64,4883.77
PRJ0374,Industrial - Light Manufacturing,Ahmedabad,Gujarat,14337.0,6,2022-07-23,25.0,44284869.7,4048181.98,883270.25,49216321.93,3432.82
PRJ0375,Industrial - Light Manufacturing,Hyderabad,Telangana,136259.0,4,2024-10-19,24.0,800667712.82,9976765.83,13278406.0,823922884.65,6046.74
PRJ0376,Commercial - Hotel,Nashik,Maharashtra,140322.0,8,2024-07-14,16.0,642879425.41,10376012.99,1479910.29,654735348.69,4665.95
PRJ0377,Residential - Apartment Complex,Kolkata,West Bengal,106457.0,4,2023-01-05,19.0,603719160.11,6790212.46,11310096.26,621819468.83,5841.04
PRJ0378,Industrial - Warehouse,Jaipur,Rajasthan,130815.0,10,2023-03-25,13.0,844256173.39,25255030.65,13149962.96,882661167.0,6747.4
PRJ0379,Residential - Independent House,Coimbatore,Tamil Nadu,925.0,15,2022-06-13,11.0,3712441.07,1726111.65,139343.94,5577896.66,6030.16
PRJ0380,Residential - Apartment Complex,Ahmedabad,Gujarat,57036.0,6,2021-06-29,15.0,302109797.06,10039340.99,7050875.73,319200013.78,5596.47
PRJ0381,Industrial - Warehouse,Bengaluru,Karnataka,221589.0,6,2024-11-19,16.0,1101729377.98,46647126.28,15376278.39,1163752782.65,5251.85
PRJ0382,Commercial - Hospital,Hyderabad,Telangana,111871.0,1,2023-01-30,18.0,330060617.65,18422705.74,12735365.61,361218689.0,3228.89
PRJ0383,Industrial - Warehouse,Surat,Gujarat,61287.0,2,2021-07-04,19.0,208324598.37,8318373.83,5665817.12,222308789.32,3627.34
PRJ0384,Industrial - Light Manufacturing,Delhi,Delhi,50072.0,6,2021-03-13,5.0,262541703.96,7455356.69,5994852.92,275991913.57,5511.9
PRJ0385,Industrial - Heavy Manufacturing,Surat,Gujarat,165140.0,8,2024-02-28,9.0,1097693477.05,23385527.52,12611468.01,1133690472.58,6865.03
PRJ0386,Industrial - Heavy Manufacturing,Nagpur,Maharashtra,328907.0,7,2022-05-06,3.0,1326757391.63,41523444.56,34524931.82,1402805768.01,4265.05
PRJ0387,Residential - Independent House,Pune,Maharashtra,1070.0,1,2021-06-22,3.0,6352119.59,1698311.99,202724.91,8253156.49,7713.23
PRJ0388,Industrial - Warehouse,Indore,Madhya Pradesh,157275.0,7,2023-09-06,14.0,1024201590.92,18515693.36,10825997.37,1053543281.65,6698.73
PRJ0389,Residential - Apartment Complex,Surat,Gujarat,51714.0,1,2021-11-24,13.0,208071366.07,7032899.22,3702086.24,218806351.53,4231.09
PRJ0390,Commercial - Retail / Mall,Jaipur,Rajasthan,437650.0,10,2023-01-22,10.0,1758115196.27,56213017.44,33766784.4,1848094998.11,4222.77
PRJ0391,Commercial - Hotel,Hyderabad,Telangana,88086.0,8,2023-09-25,7.0,233210422.14,13660340.5,6514528.23,253385290.87,2876.57
PRJ0392,Commercial - Hospital,Nagpur,Maharashtra,54018.0,7,2023-09-20,21.0,208273461.84,11076405.47,4141435.53,223491302.84,4137.35
PRJ0393,Commercial - Hotel,Ahmedabad,Gujarat,47028.0,2,2021-02-22,14.0,152587826.12,8748928.36,3420239.26,164756993.74,3503.38
PRJ0394,Industrial - Light Manufacturing,Kolkata,West Bengal,29218.0,2,2024-12-26,11.0,131503090.75,4308084.58,1999268.29,137810443.62,4716.63
PRJ0395,Commercial - Hotel,Kolkata,West Bengal,91466.0,4,2025-08-08,17.0,460618313.38,12044497.5,9117679.96,481780490.84,5267.32
PRJ0396,Commercial - Office Building,Bengaluru,Karnataka,169124.0,5,2025-06-27,12.0,1132794627.18,38819064.16,18306271.62,1189919962.96,7035.78
PRJ0397,Industrial - Warehouse,Nagpur,Maharashtra,281427.0,6,2025-06-10,10.0,1131721182.51,27203169.01,24634667.76,1183559019.28,4205.56
PRJ0398,Commercial - Hotel,Kolkata,West Bengal,133252.0,1,2021-12-11,14.0,677412347.18,15797191.66,11618045.2,704827584.04,5289.43
PRJ0399,Commercial - Hospital,Coimbatore,Tamil Nadu,65000.0,1,2024-10-19,14.0,271075918.68,7683752.85,3601905.88,282361577.41,4344.02
PRJ0400,Residential - Apartment Complex,Nashik,Maharashtra,88681.0,6,2023-12-26,7.0,315902370.06,15992373.11,6299275.75,338194018.92,3813.6
PRJ0401,Industrial - Heavy Manufacturing,Chennai,Tamil Nadu,236473.0,1,2022-12-13,3.0,1244296331.56,37672158.73,27695289.84,1309663780.13,5538.32
PRJ0402,Residential - Apartment Complex,Hyderabad,Telangana,26423.0,6,2021-01-13,14.0,113287440.34,5999286.33,3821148.26,123107874.93,4659.12
PRJ0403,Residential - Independent House,Coimbatore,Tamil Nadu,3355.0,3,2023-09-26,22.0,14151624.74,1759004.17,440990.31,16351619.22,4873.81
PRJ0404,Residential - Apartment Complex,Mumbai,Maharashtra,65325.0,4,2022-05-07,15.0,319591879.25,14624383.66,8471840.06,342688102.97,5245.9
PRJ0405,Commercial - Hotel,Pune,Maharashtra,206461.0,5,2025-01-22,31.0,1413590141.79,29223546.69,12158844.54,1454972533.02,7047.2
PRJ0406,Industrial - Heavy Manufacturing,Coimbatore,Tamil Nadu,47421.0,2,2024-11-30,15.0,257378319.32,5822751.24,5285176.79,268486247.35,5661.76
PRJ0407,Commercial - Hospital,Hyderabad,Telangana,109912.0,1,2024-09-09,11.0,376101491.54,24407513.68,8525343.51,409034348.73,3721.47
PRJ0408,Industrial - Heavy Manufacturing,Pune,Maharashtra,387257.0,6,2021-08-15,12.0,2519718429.01,76764449.1,29969858.68,2626452736.79,6782.2
PRJ0409,Residential - Apartment Complex,Coimbatore,Tamil Nadu,54118.0,8,2024-08-31,11.0,302423081.28,7223233.59,6737303.14,316383618.01,5846.18
PRJ0410,Residential - Apartment Complex,Nagpur,Maharashtra,31501.0,3,2021-08-04,8.0,97004237.34,5869495.63,4422575.54,107296308.51,3406.12
PRJ0411,Industrial - Light Manufacturing,Chennai,Tamil Nadu,89131.0,7,2025-10-01,9.0,424699194.76,16358185.64,11885993.7,452943374.1,5081.77
PRJ0412,Residential - Independent House,Lucknow,Uttar Pradesh,2987.0,5,2022-07-18,7.0,15571503.28,1889615.4,418308.25,17879426.93,5985.75
PRJ0413,Residential - Apartment Complex,Nashik,Maharashtra,55024.0,6,2024-07-28,11.0,235136745.26,8062113.98,6723603.71,249922462.95,4542.06
PRJ0414,Residential - Independent House,Pune,Maharashtra,2930.0,4,2025-01-14,9.0,19332100.9,1622485.77,354861.72,21309448.39,7272.85
PRJ0415,Commercial - Hospital,Nagpur,Maharashtra,56483.0,1,2025-01-12,27.0,259707322.68,6603737.67,5147031.87,271458092.22,4806.01
PRJ0416,Residential - Independent House,Chennai,Tamil Nadu,3461.0,8,2023-07-15,4.0,12118492.09,1748263.76,339949.88,14206705.73,4104.8
PRJ0417,Commercial - Hospital,Hyderabad,Telangana,297383.0,1,2022-11-14,18.0,2035578174.97,50991793.85,26232790.07,2112802758.89,7104.65
PRJ0418,Residential - Apartment Complex,Delhi,Delhi,39541.0,2,2021-05-30,19.0,175707533.67,4640578.88,5513047.29,185861159.84,4700.47
PRJ0419,Residential - Apartment Complex,Pune,Maharashtra,32781.0,7,2022-09-16,16.0,225443071.62,7227746.62,4264302.26,236935120.5,7227.82
PRJ0420,Commercial - Retail / Mall,Pune,Maharashtra,160902.0,9,2024-09-08,11.0,887539934.98,24072100.33,5653433.31,917265468.62,5700.77
PRJ0421,Commercial - Hospital,Pune,Maharashtra,296654.0,10,2023-12-16,20.0,1888788846.5,47627734.72,35465018.44,1971881599.66,6647.08
PRJ0422,Commercial - Hospital,Hyderabad,Telangana,244985.0,1,2023-01-24,17.0,1198795780.68,37672099.31,3732019.54,1240199899.53,5062.35
PRJ0423,Residential - Independent House,Chennai,Tamil Nadu,1095.0,8,2025-01-27,11.0,6941484.9,1878098.29,67421.26,8887004.45,8115.99
PRJ0424,Commercial - Office Building,Surat,Gujarat,54467.0,5,2025-02-13,11.0,244408721.26,11675530.56,4767946.85,260852198.67,4789.18
PRJ0425,Commercial - Retail / Mall,Kolkata,West Bengal,437195.0,1,2021-01-18,19.0,2496733649.71,79729150.1,45091563.01,2621554362.82,5996.3
PRJ0426,Industrial - Light Manufacturing,Indore,Madhya Pradesh,147525.0,9,2025-06-13,10.0,314525788.64,26902463.37,6949834.86,348378086.87,2361.49
PRJ0427,Commercial - Hospital,Bengaluru,Karnataka,239824.0,13,2022-06-30,16.0,919699178.39,22578156.13,32302633.71,974579968.23,4063.73
PRJ0428,Commercial - Retail / Mall,Indore,Madhya Pradesh,395639.0,7,2022-07-10,15.0,1990984552.74,14149673.86,48400025.15,2053534251.75,5190.42
PRJ0429,Commercial - Office Building,Nashik,Maharashtra,149768.0,1,2023-08-22,16.0,914814761.32,19880242.37,17507795.28,952202798.97,6357.85
PRJ0430,Commercial - Hotel,Jaipur,Rajasthan,157250.0,1,2021-09-11,4.0,721786690.29,31438203.63,15507970.01,768732863.93,4888.6
PRJ0431,Residential - Independent House,Lucknow,Uttar Pradesh,3030.0,4,2024-03-15,10.0,14501922.63,1072171.92,451652.9,16025747.45,5289.03
PRJ0432,Commercial - Hotel,Lucknow,Uttar Pradesh,60138.0,5,2024-04-27,10.0,302565001.22,3943490.35,5132545.65,311641037.22,5182.1
PRJ0433,Commercial - Retail / Mall,Kolkata,West Bengal,406773.0,4,2024-09-20,16.0,1560932837.69,33725368.59,22141837.24,1616800043.52,3974.7
PRJ0434,Commercial - Hotel,Coimbatore,Tamil Nadu,234562.0,7,2023-05-09,9.0,951951131.73,33705131.77,16126666.75,1001782930.25,4270.87
PRJ0435,Commercial - Retail / Mall,Coimbatore,Tamil Nadu,490674.0,6,2024-08-18,20.0,2776156148.66,92168592.17,61503076.45,2929827817.28,5971.03
PRJ0436,Industrial - Heavy Manufacturing,Pune,Maharashtra,60693.0,1,2024-09-03,5.0,390199330.68,10718972.76,4913385.72,405831689.16,6686.63
PRJ0437,Commercial - Retail / Mall,Indore,Madhya Pradesh,381359.0,7,2023-12-04,5.0,2257391812.77,70096970.73,42716958.56,2370205742.06,6215.16
PRJ0438,Commercial - Hotel,Coimbatore,Tamil Nadu,213509.0,4,2023-01-07,5.0,1320824208.97,40176239.59,14817486.17,1375817934.73,6443.84
PRJ0439,Industrial - Light Manufacturing,Jaipur,Rajasthan,143285.0,6,2025-05-23,15.0,872571005.45,20708835.18,16470836.79,909750677.42,6349.24
PRJ0440,Industrial - Heavy Manufacturing,Bengaluru,Karnataka,239768.0,3,2025-11-15,4.0,1376106030.64,41968458.7,30426210.02,1448500699.36,6041.26
PRJ0441,Commercial - Hotel,Indore,Madhya Pradesh,78366.0,9,2025-08-31,30.0,152448698.33,11278617.39,6057868.91,169785184.63,2166.57
PRJ0442,Commercial - Hotel,Kolkata,West Bengal,114650.0,4,2024-03-10,16.0,671342636.48,15698240.06,9246928.01,696287804.55,6073.16
PRJ0443,Industrial - Warehouse,Jaipur,Rajasthan,20139.0,1,2025-09-20,18.0,105536307.6,2263129.31,233418.51,108032855.42,5364.36
PRJ0444,Residential - Apartment Complex,Hyderabad,Telangana,86718.0,1,2021-05-07,16.0,559623200.75,12680786.52,7717917.7,580021904.97,6688.6
PRJ0445,Commercial - Hospital,Coimbatore,Tamil Nadu,63737.0,1,2024-06-23,21.0,246934130.97,12978986.53,5286163.3,265199280.8,4160.84
PRJ0446,Commercial - Hotel,Nashik,Maharashtra,165632.0,2,2024-03-14,20.0,978086738.03,8611010.98,9067490.03,995765239.04,6011.91
PRJ0447,Commercial - Office Building,Coimbatore,Tamil Nadu,36432.0,1,2021-01-09,19.0,192377470.65,4105828.71,1952065.48,198435364.84,5446.73
PRJ0448,Commercial - Retail / Mall,Pune,Maharashtra,20696.0,1,2023-02-18,10.0,131841155.28,4562941.25,1294400.24,137698496.77,6653.39
PRJ0449,Industrial - Light Manufacturing,Mumbai,Maharashtra,46546.0,6,2025-10-10,18.0,193598665.22,9936478.96,3140820.29,206675964.47,4440.25
PRJ0450,Residential - Independent House,Coimbatore,Tamil Nadu,944.0,4,2024-02-07,11.0,5003887.87,1580402.71,177369.75,6761660.33,7162.78
PRJ0451,Industrial - Light Manufacturing,Lucknow,Uttar Pradesh,136167.0,3,2025-02-11,10.0,376156481.84,15271370.11,14091525.41,405519377.36,2978.1
PRJ0452,Commercial - Office Building,Indore,Madhya Pradesh,109559.0,7,2021-05-11,17.0,347750205.13,19282306.71,4973683.93,372006195.77,3395.49
PRJ0453,Commercial - Hotel,Bengaluru,Karnataka,87561.0,8,2024-09-24,9.0,681425837.94,19158259.51,9662836.43,710246933.88,8111.45
PRJ0454,Residential - Independent House,Surat,Gujarat,1716.0,14,2023-05-12,9.0,11152500.94,888807.39,222397.2,12263705.53,7146.68
PRJ0455,Residential - Apartment Complex,Lucknow,Uttar Pradesh,48296.0,6,2023-08-28,10.0,208903616.03,5221609.88,1934783.37,216060009.28,4473.66
PRJ0456,Commercial - Office Building,Bengaluru,Karnataka,88731.0,4,2023-02-12,12.0,449907262.31,15672406.01,9045849.62,474625517.94,5349.04
PRJ0457,Industrial - Light Manufacturing,Surat,Gujarat,149919.0,13,2021-05-22,11.0,435361144.36,25696806.63,8031006.87,469088957.86,3128.95
PRJ0458,Commercial - Hospital,Ahmedabad,Gujarat,266990.0,4,2023-08-21,13.0,1679520816.62,44563213.5,14356185.87,1738440215.99,6511.26
PRJ0459,Commercial - Hospital,Hyderabad,Telangana,275209.0,3,2024-04-22,,1561408160.39,54670952.69,21234586.85,1637313699.93,5949.35
PRJ0460,Commercial - Retail / Mall,Ahmedabad,Gujarat,456417.0,1,2024-11-12,22.0,2133624277.99,28211192.19,45401738.56,2207237208.74,4836.01
PRJ0461,Commercial - Hotel,Nagpur,Maharashtra,180892.0,14,2022-11-05,14.0,877189286.13,23399660.39,17909690.53,918498637.05,5077.61
PRJ0462,Commercial - Hotel,Mumbai,Maharashtra,148790.0,1,2022-05-09,25.0,897929860.76,14408565.25,15150642.15,927489068.16,6233.54
PRJ0463,Residential - Apartment Complex,Nashik,Maharashtra,49373.0,1,2022-12-04,8.0,260414262.59,8414982.42,2861172.76,271690417.77,5502.81
PRJ0464,Residential - Independent House,Delhi,Delhi,2497.0,8,2024-07-29,23.0,10181042.56,2209639.25,318830.46,12709512.27,5089.91
PRJ0465,Commercial - Office Building,Bengaluru,Karnataka,177385.0,1,2024-10-07,9.0,895256512.02,44196941.47,26091618.03,965545071.52,5443.22
PRJ0466,Industrial - Heavy Manufacturing,Hyderabad,Telangana,111195.0,9,2025-07-14,13.0,397348562.8,24692963.53,7408534.67,429450061.0,3862.13
PRJ0467,Industrial - Light Manufacturing,Delhi,Delhi,135763.0,3,2021-05-23,11.0,413932085.65,25679446.06,7167426.76,446778958.47,3290.87
PRJ0468,Industrial - Light Manufacturing,Coimbatore,Tamil Nadu,70379.0,1,2024-06-20,17.0,447366421.94,8987788.01,5904915.48,462259125.43,6568.14
PRJ0469,Industrial - Heavy Manufacturing,Pune,Maharashtra,121406.0,3,2024-07-29,20.0,595341816.59,25508758.04,14566280.66,635416855.29,5233.82
PRJ0470,Industrial - Light Manufacturing,Hyderabad,Telangana,122945.0,1,2021-01-24,12.0,564367209.87,12520247.76,13575389.37,590462847.0,4802.66
PRJ0471,Commercial - Office Building,Chennai,Tamil Nadu,84552.0,3,2022-12-18,7.0,586440102.3,13200180.12,5106391.89,604746674.31,7152.36
PRJ0472,Industrial - Warehouse,Pune,Maharashtra,297752.0,7,2021-01-15,17.0,1500448659.59,53176157.18,37053032.59,1590677849.36,5342.29
PRJ0473,Commercial - Office Building,Coimbatore,Tamil Nadu,60073.0,1,2025-05-14,13.0,365505507.09,10651824.83,4241802.35,380399134.27,6332.28
PRJ0474,Industrial - Light Manufacturing,Indore,Madhya Pradesh,68040.0,1,2024-12-26,6.0,405868741.02,4684280.33,2111088.3,412664109.65,6065.02
PRJ0475,Industrial - Heavy Manufacturing,Chennai,Tamil Nadu,52955.0,14,2021-08-29,,367723440.98,10799939.06,5456973.55,383980353.59,7251.07
PRJ0476,Commercial - Office Building,Indore,Madhya Pradesh,144423.0,2,2025-02-18,10.0,895112807.44,18247990.33,12543202.04,925903999.81,6411.06
PRJ0477,Industrial - Heavy Manufacturing,Coimbatore,Tamil Nadu,249293.0,5,2023-05-13,6.0,1244779048.16,29064724.87,17009228.28,1290853001.31,5178.06
PRJ0478,Residential - Independent House,Lucknow,Uttar Pradesh,1397.0,2,2021-08-16,,4413347.55,719674.87,230149.8,5363172.22,3839.06
PRJ0479,Industrial - Heavy Manufacturing,Jaipur,Rajasthan,230077.0,1,2023-02-27,6.0,1122038588.71,26461237.9,17295583.5,1165795410.11,5066.98
PRJ0480,Commercial - Hospital,Chennai,Tamil Nadu,37249.0,2,2021-02-03,19.0,179852132.65,9795200.64,5115794.44,194763127.73,5228.68
PRJ0481,Commercial - Retail / Mall,Lucknow,Uttar Pradesh,360789.0,4,2025-06-24,14.0,1891780389.28,47183780.91,23919008.1,1962883178.29,5440.53
PRJ0482,Commercial - Hospital,Ahmedabad,Gujarat,215635.0,1,2022-05-13,16.0,1036605194.96,24607931.59,21648734.95,1082861861.5,5021.74
PRJ0483,Commercial - Hotel,Pune,Maharashtra,97589.0,13,2022-09-04,17.0,465432795.51,20181978.6,12459758.75,498074532.86,5103.8
PRJ0484,Residential - Apartment Complex,Hyderabad,Telangana,94407.0,7,2023-08-11,8.0,548981242.26,14720805.19,7882551.96,571584599.41,6054.47
PRJ0485,Industrial - Heavy Manufacturing,Ahmedabad,Gujarat,86895.0,8,2022-08-27,17.0,275818503.46,13255999.7,9917904.91,298992408.07,3440.85
PRJ0486,Commercial - Retail / Mall,Bengaluru,Karnataka,215570.0,1,2022-03-01,11.0,1034010792.65,49774138.88,23912095.85,1107697027.38,5138.46
PRJ0487,Industrial - Warehouse,Hyderabad,Telangana,182414.0,7,2025-01-06,9.0,669605311.76,28020227.75,13643716.58,711269256.09,3899.2
PRJ0488,Industrial - Warehouse,Coimbatore,Tamil Nadu,100373.0,7,2025-07-04,18.0,229295715.82,12069021.43,8151972.39,249516709.64,2485.89
PRJ0489,Commercial - Office Building,Surat,Gujarat,118215.0,1,2022-02-14,20.0,771516989.74,16379748.94,9289736.41,797186475.09,6743.53
PRJ0490,Industrial - Warehouse,Jaipur,Rajasthan,28895.0,8,2023-11-19,6.0,97680062.6,2948693.45,3307032.62,103935788.67,3597.02
PRJ0491,Commercial - Office Building,Lucknow,Uttar Pradesh,141614.0,9,2021-04-02,18.0,354719779.87,20284992.15,14940568.43,389945340.45,2753.58
PRJ0492,Commercial - Hotel,Lucknow,Uttar Pradesh,186463.0,10,2023-05-13,17.0,851538853.2,30345389.7,3011763.02,884896005.92,4745.69
PRJ0493,Industrial - Light Manufacturing,Lucknow,Uttar Pradesh,79193.0,2,2023-07-28,3.0,499863578.9,11590457.41,7392788.11,518846824.42,6551.68
PRJ0494,Industrial - Warehouse,Delhi,Delhi,236077.0,1,2024-10-26,18.0,1075487920.66,23576467.21,11165204.13,1110229592.0,4702.83
PRJ0495,Commercial - Hospital,Indore,Madhya Pradesh,148970.0,1,2023-03-31,12.0,618092945.8,19555858.44,13457879.29,651106683.53,4370.72
PRJ0496,Residential - Apartment Complex,Bengaluru,Karnataka,54722.0,1,2025-02-12,13.0,368943085.96,11457398.6,3495095.64,383895580.2,7015.38
PRJ0497,Commercial - Hotel,Hyderabad,Telangana,118426.0,1,2024-12-29,9.0,781245078.94,10091785.84,14278599.94,805615464.72,6802.69
PRJ0498,Industrial - Heavy Manufacturing,Lucknow,Uttar Pradesh,333088.0,1,2023-02-22,15.0,1539076650.64,59882031.86,37378386.31,1636337068.81,4912.63
PRJ0499,Residential - Apartment Complex,Indore,Madhya Pradesh,25145.0,3,2021-04-20,17.0,139504535.0,3430077.11,2103407.16,145038019.27,5768.07
PRJ0500,Residential - Apartment Complex,Kolkata,West Bengal,37553.0,4,2023-02-22,3.0,174671776.1,7376374.94,4039611.78,186087762.82,4955.34
PRJ0501,Commercial - Office Building,Nashik,Maharashtra,113636.0,1,2022-04-07,13.0,449993701.04,15881421.7,11161747.24,477036869.98,4197.94
PRJ0502,Residential - Independent House,Kolkata,West Bengal,2076.0,6,2021-05-17,13.0,7976170.01,1825272.26,210248.52,10011690.79,4822.59
PRJ0503,Commercial - Retail / Mall,Surat,Gujarat,137721.0,8,2022-11-01,11.0,627661955.44,12574678.42,11843497.99,652080131.85,4734.79
PRJ0504,Commercial - Hotel,Surat,Gujarat,109248.0,2,2021-03-04,14.0,607795412.37,11643464.97,4567781.35,624006658.69,5711.84
PRJ0505,Residential - Apartment Complex,Hyderabad,Telangana,62476.0,3,2021-11-29,17.0,291103743.89,7632737.96,7347157.61,306083639.46,4899.22
PRJ0506,Commercial - Retail / Mall,Nashik,Maharashtra,269090.0,3,2024-11-06,3.0,1504414516.82,48916618.59,27446100.41,1580777235.82,5874.53
PRJ0507,Commercial - Hospital,Kolkata,West Bengal,272603.0,3,2024-10-27,11.0,1592619022.25,45645559.25,17671637.23,1655936218.73,6074.53
PRJ0508,Commercial - Hotel,Pune,Maharashtra,211936.0,1,2023-10-17,19.0,933164175.22,25436297.61,15697935.11,974298407.94,4597.14
PRJ0509,Residential - Independent House,Jaipur,Rajasthan,1787.0,7,2022-08-15,11.0,8806740.55,323531.91,146215.9,9276488.36,5191.1
PRJ0510,Commercial - Hospital,Nagpur,Maharashtra,160091.0,7,2022-12-07,3.0,830338607.15,26713924.18,12087810.99,869140342.32,5429.04
PRJ0511,Residential - Independent House,Bengaluru,Karnataka,1268.0,12,2023-03-01,15.0,3301262.41,1111599.1,304664.33,4717525.84,3720.45
PRJ0512,Industrial - Light Manufacturing,Jaipur,Rajasthan,34755.0,6,2022-08-04,13.0,175358379.57,3612760.39,546578.23,179517718.19,5165.23
PRJ0513,Industrial - Heavy Manufacturing,Ahmedabad,Gujarat,45153.0,1,2023-07-15,12.0,217081081.5,10005859.76,2192902.6,229279843.86,5077.84
PRJ0514,Commercial - Office Building,Hyderabad,Telangana,100231.0,1,2025-10-22,13.0,511686860.88,20706498.59,10112388.03,542505747.5,5412.55
PRJ0515,Industrial - Warehouse,Delhi,Delhi,275598.0,4,2022-08-13,18.0,1968609304.4,55646171.02,36991249.61,2061246725.03,7479.18
PRJ0516,Commercial - Retail / Mall,Kolkata,West Bengal,396334.0,3,2024-04-03,15.0,2170891860.04,75017447.98,38156162.93,2284065470.95,5762.98
PRJ0517,Commercial - Office Building,Ahmedabad,Gujarat,99364.0,11,2024-09-09,19.0,285457633.49,14586244.93,1115046.28,301158924.7,3030.87
PRJ0518,Commercial - Hotel,Chennai,Tamil Nadu,124249.0,4,2023-08-18,3.0,605726873.08,25283425.08,11493429.73,642503727.89,5171.1
PRJ0519,Residential - Independent House,Chennai,Tamil Nadu,2961.0,9,2025-08-21,8.0,16277132.72,1291022.12,250226.1,17818380.94,6017.69
PRJ0520,Commercial - Hotel,Surat,Gujarat,91969.0,6,2024-04-22,16.0,269847963.55,11820383.47,13039688.8,294708035.82,3204.43
PRJ0521,Commercial - Hospital,Coimbatore,Tamil Nadu,37001.0,3,2021-01-01,14.0,146086364.14,5332190.73,1488262.45,152906817.32,4132.5
PRJ0522,Industrial - Heavy Manufacturing,Chennai,Tamil Nadu,251732.0,5,2025-02-18,19.0,799735406.67,35723457.05,30271793.92,865730657.64,3439.1
PRJ0523,Commercial - Hospital,Chennai,Tamil Nadu,197335.0,1,2021-01-17,17.0,886619560.37,32358134.84,17491059.98,936468755.19,4745.58
PRJ0524,Commercial - Hospital,Delhi,Delhi,213563.0,6,2024-04-06,27.0,1015510101.21,16835184.39,29332586.95,1061677872.55,4971.26
PRJ0525,Residential - Independent House,Coimbatore,Tamil Nadu,2542.0,5,2021-06-08,3.0,6615638.75,387054.05,204249.06,7206941.86,2835.15
PRJ0526,Residential - Independent House,Bengaluru,Karnataka,3277.0,11,2022-02-03,18.0,21955331.64,1706007.84,293306.84,23954646.32,7309.93
PRJ0527,Commercial - Office Building,Ahmedabad,Gujarat,65994.0,5,2023-11-21,12.0,309007337.11,9761158.23,6099419.51,324867914.85,4922.69
PRJ0528,Industrial - Heavy Manufacturing,Ahmedabad,Gujarat,67984.0,7,2022-11-23,10.0,341963876.71,9233680.93,6366441.94,357563999.58,5259.53
