item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM011338,PRJ0354,Electrical,Sockets and Switches,Modular switch/socket points,nos,4315.0,420.37,1813896.55
ITM011339,PRJ0354,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,23.0,45385.99,1043877.77
ITM011340,PRJ0354,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,98172.36,50.85,4992064.51
ITM011341,PRJ0354,Electrical,Lighting,LED panel light 18W,nos,2733.0,,
ITM011342,PRJ0354,Electrical,Switchgear,MCB distribution board (8-way),nos,281.0,1855.21,521314.01
ITM011343,PRJ0354,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,169268.96,28.54,4830936.12
ITM011344,PRJ0354,Electrical,Lighting,LED street/flood light 50W,nos,446.0,2119.98,945511.08
ITM011345,PRJ0354,Electrical,Switchgear,Main LT panel (custom),nos,4.0,152171.56,608686.24
ITM011346,PRJ0354,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,122123.74,55.01,6718026.94
ITM011347,PRJ0354,Electrical,Cable Trays,GI perforated cable tray,meter,17449.18,543.85,9489736.54
ITM011348,PRJ0354,Electrical,Switchgear,MCCB panel 200A,nos,29.0,23191.32,672548.28
ITM011349,PRJ0354,Electrical,Lighting,Emergency exit light,nos,180.0,1422.21,255997.8
ITM011350,PRJ0354,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,41331.55,227.34,9396314.58
ITM011351,PRJ0354,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,66434.9,237.49,15777624.4
ITM011352,PRJ0354,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,14.0,78496.16,1098946.24
ITM011353,PRJ0354,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,294.0,6267.88,1842756.72
ITM011354,PRJ0355,Civil,Flooring,Granite flooring,sqm,64684.35,2713.95,175550091.68
ITM011355,PRJ0355,Civil,Concrete,RCC M25 for footings/columns,cum,12334.52,10072.79,124243029.71
ITM011356,PRJ0355,Civil,Painting,Exterior weatherproof paint,sqm,396871.22,166.87,66225900.48
ITM011357,PRJ0355,Civil,Earthwork,Backfilling with excavated earth,cum,4831.9,193.2,933523.08
ITM011358,PRJ0355,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,6795.75,5285.11,35916286.28
ITM011359,PRJ0355,Civil,Masonry,AAC block masonry (200mm),sqm,111037.53,606.26,67317612.94
ITM011360,PRJ0355,Civil,Painting,Interior emulsion paint (2 coats),sqm,931246.95,122.63,114198813.48
ITM011361,PRJ0355,Civil,Earthwork,Excavation for foundation,cum,10952.0,206.44,2260930.88
ITM011362,PRJ0355,Civil,Roofing,RCC roof slab with waterproofing,sqm,422064.15,1733.02,731445613.23
ITM011363,PRJ0355,Civil,Flooring,Vitrified tile flooring,sqm,403639.19,1350.33,545046107.43
ITM011364,PRJ0355,Civil,Doors and Windows,Flush doors with frame,nos,568.0,10446.29,5933492.72
ITM011365,PRJ0355,Civil,Plastering,Internal cement plaster 12mm,sqm,917996.76,215.27,197617162.53
ITM011366,PRJ0355,Electrical,Cable Trays,GI perforated cable tray,meter,24327.35,558.0,13574661.3
ITM011367,PRJ0355,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,158713.59,48.13,7638885.09
ITM011368,PRJ0355,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,341436.49,29.7,10140663.75
ITM011369,PRJ0355,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,4681.46,830.91,3889871.93
ITM011370,PRJ0355,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,2842.29,1317.88,3745797.15
ITM011371,PRJ0355,Electrical,Switchgear,Main LT panel (custom),nos,4.0,95323.16,381292.64
ITM011372,PRJ0355,Electrical,Transformer,Distribution transformer (as per load calc),nos,2.0,1044043.13,2088086.26
ITM011373,PRJ0355,Electrical,Sockets and Switches,Modular switch/socket points,nos,7497.0,614.99,4610580.03
ITM011374,PRJ0355,Electrical,Lighting,Emergency exit light,nos,244.0,1467.41,358048.04
ITM011375,PRJ0355,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,567.0,5036.03,2855429.01
ITM011376,PRJ0355,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,88448.8,289.79,25631577.75
ITM011377,PRJ0355,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,338.0,9793.19,3310098.22
ITM011378,PRJ0355,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,12.0,67043.79,804525.48
ITM011379,PRJ0356,Civil,Plastering,Internal cement plaster 12mm,sqm,39512.29,208.72,8247005.17
ITM011380,PRJ0356,Civil,Plastering,External cement plaster 20mm,sqm,15346.54,275.31,4225055.93
ITM011381,PRJ0356,Civil,Roofing,RCC roof slab with waterproofing,sqm,14296.27,1574.36,22507475.64
ITM011382,PRJ0356,Civil,Structural Steel,Structural steel fabrication & erection,kg,24531.53,123.08,3019340.71
ITM011383,PRJ0356,Civil,Concrete,RCC M25 for footings/columns,cum,363.0,9058.28,3288155.64
ITM011384,PRJ0356,Civil,Flooring,Granite flooring,sqm,3169.35,2822.39,8945141.75
ITM011385,PRJ0356,Civil,Earthwork,Excavation for foundation,cum,450.39,260.67,117403.16
ITM011386,PRJ0356,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,1529.98,461.17,705580.88
ITM011387,PRJ0356,Civil,Flooring,Vitrified tile flooring,sqm,12179.95,1135.84,13834474.41
ITM011388,PRJ0356,Civil,Concrete,RCC M25 for slabs/beams,cum,645.43,9496.02,6129016.19
ITM011389,PRJ0356,Civil,Doors and Windows,Flush doors with frame,nos,22.0,12146.31,267218.82
ITM011390,PRJ0356,Civil,Painting,Interior emulsion paint (2 coats),sqm,39953.62,135.39,5409320.61
ITM011391,PRJ0356,Civil,Doors and Windows,Aluminium windows with glazing,sqm,992.72,3846.49,3818487.55
ITM011392,PRJ0356,Civil,Earthwork,Backfilling with excavated earth,cum,189.5,191.34,36258.93
ITM011393,PRJ0356,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,5435.92,699.01,3799762.44
ITM011394,PRJ0356,Civil,Painting,Exterior weatherproof paint,sqm,19695.9,147.27,2900615.19
ITM011395,PRJ0356,Electrical,Switchgear,MCB distribution board (8-way),nos,12.0,2609.39,31312.68
ITM011396,PRJ0356,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,18859.1,34.76,655542.32
ITM011397,PRJ0356,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,7225.2,49.39,356852.63
ITM011398,PRJ0356,Electrical,Cable Trays,GI perforated cable tray,meter,623.34,538.62,335743.39
ITM011399,PRJ0356,Electrical,Lighting,Emergency exit light,nos,16.0,1432.9,22926.4
ITM011400,PRJ0356,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,101.71,1254.35,127579.94
ITM011401,PRJ0356,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,10589.76,61.29,649046.39
ITM011402,PRJ0356,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,231.98,723.15,167756.34
ITM011403,PRJ0356,Electrical,Earthing,Earthing pit with GI strip,nos,4.0,4054.72,16218.88
ITM011404,PRJ0356,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,617778.36,617778.36
ITM011405,PRJ0356,Electrical,DG Set,Diesel generator set (backup),nos,1.0,632429.94,632429.94
ITM011406,PRJ0356,Electrical,Sockets and Switches,Modular switch/socket points,nos,206.0,457.71,94288.26
ITM011407,PRJ0356,Electrical,Switchgear,MCCB panel 200A,nos,2.0,27256.22,54512.44
ITM011408,PRJ0356,Electrical,Switchgear,Main LT panel (custom),nos,1.0,113005.39,113005.39
ITM011409,PRJ0356,Electrical,Lighting,LED street/flood light 50W,nos,18.0,2502.09,45037.62
ITM011410,PRJ0356,Electrical,Lighting,LED panel light 18W,nos,201.0,706.07,141920.07
ITM011411,PRJ0356,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,11.0,10604.24,116646.64
ITM011412,PRJ0356,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,1694.74,320.13,542537.12
ITM011413,PRJ0356,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,15.0,6048.34,90725.1
ITM011414,PRJ0356,Plumbing,Pumps,Centrifugal water pump set,nos,1.0,23918.95,23918.95
ITM011415,PRJ0357,Civil,Flooring,Granite flooring,sqm,3736.84,2667.0,9966152.28
ITM011416,PRJ0357,Civil,Doors and Windows,Flush doors with frame,nos,43.0,12350.61,531076.23
ITM011417,PRJ0357,Civil,Concrete,RCC M25 for footings/columns,cum,1029.34,10066.35,10361696.71
ITM011418,PRJ0357,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,4558.9,528.71,2410336.02
ITM011419,PRJ0357,Civil,Structural Steel,Structural steel fabrication & erection,kg,132182.9,,
ITM011420,PRJ0357,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,486.58,6329.2,3079662.14
ITM011421,PRJ0357,Civil,Painting,Interior emulsion paint (2 coats),sqm,86297.84,154.15,13302812.04
ITM011422,PRJ0357,Civil,Earthwork,Excavation for foundation,cum,646.57,246.89,159631.67
ITM011423,PRJ0357,Civil,Plastering,Internal cement plaster 12mm,sqm,89818.24,240.15,21569850.34
ITM011424,PRJ0357,Civil,Plastering,External cement plaster 20mm,sqm,46732.35,335.42,15674964.84
ITM011425,PRJ0357,Civil,Roofing,RCC roof slab with waterproofing,sqm,35833.28,1851.73,66353559.57
ITM011426,PRJ0357,Civil,Masonry,AAC block masonry (200mm),sqm,16980.42,772.82,13122808.18
ITM011427,PRJ0357,Civil,Painting,Exterior weatherproof paint,sqm,45003.31,190.08,8554229.16
ITM011428,PRJ0357,Civil,Reinforcement,TMT steel bars Fe 500,kg,153514.05,75.76,11630224.43
ITM011429,PRJ0357,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,19356.01,842.66,16310535.39
ITM011430,PRJ0357,Civil,Flooring,Vitrified tile flooring,sqm,34266.2,1236.36,42365359.03
ITM011431,PRJ0357,Civil,Concrete,RCC M25 for slabs/beams,cum,1710.11,10596.66,18121454.23
ITM011432,PRJ0357,Civil,Doors and Windows,Aluminium windows with glazing,sqm,3473.66,6289.75,21848452.98
ITM011433,PRJ0357,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,982281.7,982281.7
ITM011434,PRJ0357,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,330.93,1567.8,518832.05
ITM011435,PRJ0357,Electrical,Lighting,LED street/flood light 50W,nos,45.0,2324.51,104602.95
ITM011436,PRJ0357,Electrical,Lighting,LED panel light 18W,nos,609.0,678.03,412920.27
ITM011437,PRJ0357,Electrical,Earthing,Earthing pit with GI strip,nos,20.0,4277.48,85549.6
ITM011438,PRJ0357,Electrical,Cable Trays,GI perforated cable tray,meter,1800.82,618.22,1113302.94
ITM011439,PRJ0357,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,1215.03,785.64,954576.17
ITM011440,PRJ0357,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,32006.82,55.63,1780539.4
ITM011441,PRJ0357,Electrical,Switchgear,MCCB panel 200A,nos,4.0,32013.4,128053.6
ITM011442,PRJ0357,Electrical,Switchgear,Main LT panel (custom),nos,1.0,149346.56,149346.56
ITM011443,PRJ0357,Electrical,Sockets and Switches,Modular switch/socket points,nos,555.0,549.22,304817.1
ITM011444,PRJ0357,Electrical,Switchgear,MCB distribution board (8-way),nos,50.0,2522.91,126145.5
ITM011445,PRJ0357,Electrical,DG Set,Diesel generator set (backup),nos,1.0,926675.11,926675.11
ITM011446,PRJ0357,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,5020.1,328.68,1650006.47
ITM011447,PRJ0357,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,2.0,69380.07,138760.14
ITM011448,PRJ0357,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,10859.27,232.7,2526952.13
ITM011449,PRJ0357,Plumbing,Pumps,Centrifugal water pump set,nos,2.0,43197.94,86395.88
ITM011450,PRJ0357,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,24.0,11738.28,281718.72
ITM011451,PRJ0358,Civil,Flooring,Vitrified tile flooring,sqm,124364.21,1386.13,172384962.41
ITM011452,PRJ0358,Civil,Concrete,RCC M25 for slabs/beams,cum,4727.61,10386.43,49102990.33
ITM011453,PRJ0358,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,56105.26,994.55,55799486.33
ITM011454,PRJ0358,Civil,Reinforcement,TMT steel bars Fe 500,kg,597583.04,88.24,52730727.45
ITM011455,PRJ0358,Civil,Doors and Windows,Flush doors with frame,nos,211.0,15076.28,3181095.08
ITM011456,PRJ0358,Civil,Earthwork,Backfilling with excavated earth,cum,1639.35,146.16,239607.4
ITM011457,PRJ0358,Civil,Plastering,External cement plaster 20mm,sqm,113408.4,340.66,38633705.54
ITM011458,PRJ0358,Civil,Painting,Exterior weatherproof paint,sqm,149552.2,161.95,24219978.79
ITM011459,PRJ0358,Civil,Earthwork,Excavation for foundation,cum,3782.46,235.2,889634.59
ITM011460,PRJ0358,Civil,Masonry,AAC block masonry (200mm),sqm,59999.44,760.54,45631974.1
ITM011461,PRJ0358,Civil,Flooring,Granite flooring,sqm,18020.91,3001.77,54094627.01
ITM011462,PRJ0358,Civil,Structural Steel,Structural steel fabrication & erection,kg,235766.02,148.42,34992392.69
ITM011463,PRJ0358,Civil,Roofing,RCC roof slab with waterproofing,sqm,112124.46,1461.7,163892323.18
ITM011464,PRJ0358,Civil,Doors and Windows,Aluminium windows with glazing,sqm,11193.06,5135.34,57480168.74
ITM011465,PRJ0358,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,14298.24,541.16,7737635.56
ITM011466,PRJ0358,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,3888.21,858.49,3337989.4
ITM011467,PRJ0358,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,150228.89,41.96,6303604.22
ITM011468,PRJ0358,Electrical,Lighting,LED panel light 18W,nos,1702.0,630.57,1073230.14
ITM011469,PRJ0358,Electrical,Switchgear,MCB distribution board (8-way),nos,182.0,2743.09,499242.38
ITM011470,PRJ0358,Electrical,Earthing,Earthing pit with GI strip,nos,31.0,4723.63,146432.53
ITM011471,PRJ0358,Electrical,Lighting,LED street/flood light 50W,nos,236.0,2301.9,543248.4
ITM011472,PRJ0358,Electrical,Cable Trays,GI perforated cable tray,meter,5115.44,503.27,2574447.49
ITM011473,PRJ0358,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,9.0,51570.75,464136.75
ITM011474,PRJ0358,Electrical,Sockets and Switches,Modular switch/socket points,nos,1823.0,590.58,1076627.34
ITM011475,PRJ0358,Electrical,Lighting,Emergency exit light,nos,73.0,1673.89,122193.97
ITM011476,PRJ0358,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1497.36,1515.67,2269503.63
ITM011477,PRJ0358,Electrical,DG Set,Diesel generator set (backup),nos,1.0,843561.46,843561.46
ITM011478,PRJ0358,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,958983.69,958983.69
ITM011479,PRJ0358,Electrical,Switchgear,Main LT panel (custom),nos,1.0,125569.19,125569.19
ITM011480,PRJ0358,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,152.0,6495.69,987344.88
ITM011481,PRJ0358,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,29490.53,222.83,6571374.8
ITM011482,PRJ0358,Plumbing,Pumps,Centrifugal water pump set,nos,11.0,34892.26,383814.86
ITM011483,PRJ0358,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,122.0,8925.69,1088934.18
ITM011484,PRJ0359,Civil,Flooring,Granite flooring,sqm,37538.31,3145.79,118087640.21
ITM011485,PRJ0359,Civil,Concrete,RCC M25 for slabs/beams,cum,12832.14,12493.11,160313336.56
ITM011486,PRJ0359,Civil,Plastering,Internal cement plaster 12mm,sqm,573842.01,311.79,178918200.3
ITM011487,PRJ0359,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,3471.31,5849.19,20304351.74
ITM011488,PRJ0359,Civil,Flooring,Vitrified tile flooring,sqm,294151.9,1686.74,496157775.81
ITM011489,PRJ0359,Civil,Earthwork,Excavation for foundation,cum,6367.64,243.25,1548928.43
ITM011490,PRJ0359,Civil,Structural Steel,Structural steel fabrication & erection,kg,970058.62,133.69,129687136.91
ITM011491,PRJ0359,Civil,Reinforcement,TMT steel bars Fe 500,kg,1371168.21,95.78,131330491.15
ITM011492,PRJ0359,Civil,Masonry,AAC block masonry (200mm),sqm,113163.08,751.51,85043186.25
ITM011493,PRJ0359,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,159878.5,1003.69,160468451.67
ITM011494,PRJ0359,Civil,Doors and Windows,Aluminium windows with glazing,sqm,34969.19,5082.56,177733006.33
ITM011495,PRJ0359,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,28832.75,575.84,16603050.76
ITM011496,PRJ0359,Electrical,Sockets and Switches,Modular switch/socket points,nos,6107.0,474.37,2896977.59
ITM011497,PRJ0359,Electrical,Switchgear,MCCB panel 200A,nos,40.0,22940.16,917606.4
ITM011498,PRJ0359,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,171292.39,55.32,9475895.01
ITM011499,PRJ0359,Electrical,Switchgear,MCB distribution board (8-way),nos,261.0,2436.92,636036.12
ITM011500,PRJ0359,Electrical,Cable Trays,GI perforated cable tray,meter,18346.53,608.88,11170835.19
ITM011501,PRJ0359,Electrical,Lighting,LED panel light 18W,nos,3048.0,769.53,2345527.44
ITM011502,PRJ0359,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,7557.48,983.88,7435653.42
ITM011503,PRJ0359,Electrical,Switchgear,Main LT panel (custom),nos,5.0,120595.95,602979.75
ITM011504,PRJ0359,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,282301.04,69.32,19569108.09
ITM011505,PRJ0359,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,879855.47,879855.47
ITM011506,PRJ0359,Electrical,DG Set,Diesel generator set (backup),nos,2.0,995009.49,1990018.98
ITM011507,PRJ0359,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,24.0,40557.52,973380.48
ITM011508,PRJ0359,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,2269.75,1421.04,3225405.54
ITM011509,PRJ0359,Electrical,Lighting,Emergency exit light,nos,313.0,1182.27,370050.51
ITM011510,PRJ0359,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,14.0,78321.88,1096506.32
ITM011511,PRJ0359,Plumbing,Pumps,Centrifugal water pump set,nos,22.0,45943.31,1010752.82
ITM011512,PRJ0359,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,352.0,5297.89,1864857.28
ITM011513,PRJ0360,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,89988.69,797.86,71798376.2
ITM011514,PRJ0360,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2535.06,5321.14,13489409.17
ITM011515,PRJ0360,Civil,Painting,Exterior weatherproof paint,sqm,269705.38,127.33,34341586.04
ITM011516,PRJ0360,Civil,Flooring,Vitrified tile flooring,sqm,153647.96,1119.23,171967406.27
ITM011517,PRJ0360,Civil,Flooring,Granite flooring,sqm,23745.31,2117.26,50274995.05
ITM011518,PRJ0360,Civil,Plastering,External cement plaster 20mm,sqm,205312.9,246.17,50541876.59
ITM011519,PRJ0360,Civil,Earthwork,Backfilling with excavated earth,cum,1955.99,189.95,371540.3
ITM011520,PRJ0360,Civil,Masonry,AAC block masonry (200mm),sqm,54833.53,681.06,37344923.94
ITM011521,PRJ0360,Civil,Painting,Interior emulsion paint (2 coats),sqm,428346.94,95.32,40830030.32
ITM011522,PRJ0360,Civil,Roofing,RCC roof slab with waterproofing,sqm,190590.13,1875.71,357491812.74
ITM011523,PRJ0360,Civil,Reinforcement,TMT steel bars Fe 500,kg,908147.32,80.21,72842496.54
ITM011524,PRJ0360,Civil,Plastering,Internal cement plaster 12mm,sqm,345629.68,264.25,91332642.94
ITM011525,PRJ0360,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,81017.81,60.39,4892665.55
ITM011526,PRJ0360,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,270561.97,38.37,10381462.79
ITM011527,PRJ0360,Electrical,Sockets and Switches,Modular switch/socket points,nos,4660.0,519.42,2420497.2
ITM011528,PRJ0360,Electrical,Cable Trays,GI perforated cable tray,meter,15364.93,560.29,8608816.63
ITM011529,PRJ0360,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,879332.13,879332.13
ITM011530,PRJ0360,Electrical,Switchgear,MCCB panel 200A,nos,23.0,27643.33,635796.59
ITM011531,PRJ0360,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,175751.5,62.64,11009073.96
ITM011532,PRJ0360,Electrical,DG Set,Diesel generator set (backup),nos,1.0,452243.27,452243.27
ITM011533,PRJ0360,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,19.0,47727.37,906820.03
ITM011534,PRJ0360,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,3788.56,753.26,2853770.71
ITM011535,PRJ0360,Electrical,Earthing,Earthing pit with GI strip,nos,59.0,5599.07,330345.13
ITM011536,PRJ0360,Electrical,Lighting,Emergency exit light,nos,146.0,1515.7,221292.2
ITM011537,PRJ0360,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,3138.66,1348.19,4231510.03
ITM011538,PRJ0360,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,180.0,4629.05,833229.0
ITM011539,PRJ0360,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,43282.74,310.36,13433231.19
ITM011540,PRJ0360,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,169.0,10130.79,1712103.51
ITM011541,PRJ0360,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,25464.26,229178.34
ITM011542,PRJ0360,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,33031.61,255.07,8425372.76
ITM011543,PRJ0360,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,9.0,52951.25,476561.25
ITM011544,PRJ0361,Civil,Roofing,RCC roof slab with waterproofing,sqm,249062.76,1186.91,295615080.47
ITM011545,PRJ0361,Civil,Painting,Interior emulsion paint (2 coats),sqm,480002.91,135.28,64934793.66
ITM011546,PRJ0361,Civil,Earthwork,Excavation for foundation,cum,4226.96,,
ITM011547,PRJ0361,Civil,Concrete,RCC M25 for slabs/beams,cum,8439.49,8418.44,71047340.2
ITM011548,PRJ0361,Civil,Painting,Exterior weatherproof paint,sqm,253351.02,136.9,34683754.64
ITM011549,PRJ0361,Civil,Flooring,Vitrified tile flooring,sqm,216608.53,1062.54,230155227.47
ITM011550,PRJ0361,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,137915.47,703.11,96969746.11
ITM011551,PRJ0361,Civil,Plastering,External cement plaster 20mm,sqm,331376.51,215.97,71567384.86
ITM011552,PRJ0361,Civil,Earthwork,Backfilling with excavated earth,cum,2905.86,159.19,462583.85
ITM011553,PRJ0361,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,21538.48,375.3,8083391.54
ITM011554,PRJ0361,Civil,Doors and Windows,Aluminium windows with glazing,sqm,14728.57,5344.95,78723470.22
ITM011555,PRJ0361,Civil,Structural Steel,Structural steel fabrication & erection,kg,1040163.48,111.44,115915818.21
ITM011556,PRJ0361,Civil,Plastering,Internal cement plaster 12mm,sqm,588994.8,220.63,129949922.72
ITM011557,PRJ0361,Civil,Concrete,RCC M25 for footings/columns,cum,6462.26,8405.42,54318009.45
ITM011558,PRJ0361,Electrical,Switchgear,Main LT panel (custom),nos,4.0,178988.5,715954.0
ITM011559,PRJ0361,Electrical,Earthing,Earthing pit with GI strip,nos,83.0,4445.7,368993.1
ITM011560,PRJ0361,Electrical,Lighting,LED panel light 18W,nos,2174.0,646.68,1405882.32
ITM011561,PRJ0361,Electrical,Cable Trays,GI perforated cable tray,meter,12346.14,532.75,6577406.08
ITM011562,PRJ0361,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,281660.23,35.05,9872191.06
ITM011563,PRJ0361,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,90036.53,54.81,4934902.21
ITM011564,PRJ0361,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,192329.5,54.62,10505037.29
ITM011565,PRJ0361,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,631466.86,631466.86
ITM011566,PRJ0361,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,18.0,33307.71,599538.78
ITM011567,PRJ0361,Electrical,Switchgear,MCCB panel 200A,nos,21.0,24490.45,514299.45
ITM011568,PRJ0361,Electrical,Switchgear,MCB distribution board (8-way),nos,338.0,2203.03,744624.14
ITM011569,PRJ0361,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,57641.46,461131.68
ITM011570,PRJ0361,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,48364.22,214.5,10374125.19
ITM011571,PRJ0361,Plumbing,Pumps,Centrifugal water pump set,nos,10.0,35441.46,354414.6
ITM011572,PRJ0361,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,26184.99,277.98,7278903.52
ITM011573,PRJ0361,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,240.0,6465.14,1551633.6
ITM011574,PRJ0362,Civil,Earthwork,Excavation for foundation,cum,843.74,289.38,244161.48
ITM011575,PRJ0362,Civil,Plastering,External cement plaster 20mm,sqm,51732.97,247.68,12813222.01
ITM011576,PRJ0362,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,384.84,4971.23,1913128.15
ITM011577,PRJ0362,Civil,Reinforcement,TMT steel bars Fe 500,kg,206132.36,70.5,14532331.38
ITM011578,PRJ0362,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,25842.48,769.37,19882428.84
ITM011579,PRJ0362,Civil,Concrete,RCC M25 for footings/columns,cum,1040.54,9347.18,9726114.68
ITM011580,PRJ0362,Civil,Painting,Interior emulsion paint (2 coats),sqm,101407.51,133.23,13510522.56
ITM011581,PRJ0362,Civil,Painting,Exterior weatherproof paint,sqm,38937.32,135.81,5288077.43
ITM011582,PRJ0362,Civil,Masonry,AAC block masonry (200mm),sqm,12892.49,645.26,8319008.1
ITM011583,PRJ0362,Civil,Plastering,Internal cement plaster 12mm,sqm,86194.42,,
ITM011584,PRJ0362,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,3799.44,374.4,1422510.34
ITM011585,PRJ0362,Civil,Earthwork,Backfilling with excavated earth,cum,631.72,140.1,88503.97
ITM011586,PRJ0362,Civil,Doors and Windows,Flush doors with frame,nos,37.0,14213.2,525888.4
ITM011587,PRJ0362,Civil,Doors and Windows,Aluminium windows with glazing,sqm,3351.45,5849.24,19603435.4
ITM011588,PRJ0362,Civil,Flooring,Vitrified tile flooring,sqm,33336.14,953.4,31782675.88
ITM011589,PRJ0362,Civil,Roofing,RCC roof slab with waterproofing,sqm,38588.53,1402.05,54103048.49
ITM011590,PRJ0362,Civil,Flooring,Granite flooring,sqm,7436.38,3192.92,23743766.43
ITM011591,PRJ0362,Civil,Concrete,RCC M25 for slabs/beams,cum,1836.95,9333.41,17145007.5
