project_id,project_type,state,project_size_sqft,project_duration_months,month_of_construction,contractor_experience_yrs,num_workers,workforce_skill_level,supervision_quality,material_type,blueprint_quantity,actual_quantity_used,wastage_pct,wastage_category,cost_overrun_inr,logistics_score,monsoon_intensity,monsoon_sensitivity
PRJ-1562,School/College,Telangana,6105,14,11,8,350,Unskilled,Average,Coarse Aggregate,139.0,155.9,12.16,Medium,20280.0,0.7,0.05,0.5
PRJ-1563,Residential Apartment,Rajasthan,15469,13,11,1,286,Unskilled,Good,Coarse Aggregate,34.9,38.85,11.32,Medium,4740.0,0.65,0.05,0.5
PRJ-1564,Data Center,Telangana,12810,12,7,14,475,Skilled,Poor,Plywood,102.0,137.33,34.64,High,3356.0,0.7,0.9,0.8
PRJ-1565,Industrial Warehouse,Karnataka,10244,22,1,12,192,Semi-skilled,Average,Electrical Cable,485.0,515.18,6.22,Medium,66396.0,0.72,0.0,0.1
PRJ-1566,Residential Apartment,Bihar,17146,12,11,30,389,Unskilled,Average,OPC Cement,18.9,20.89,10.52,Medium,756.0,0.45,0.05,0.7
PRJ-1567,Industrial Warehouse,Maharashtra,4394,14,1,9,178,Semi-skilled,Average,Vitrified Tiles,624.0,679.01,8.81,Medium,35756.0,0.78,0.0,0.2
PRJ-1568,Hospital,Haryana,2876,20,3,6,392,Unskilled,Average,Plywood,1266.0,1595.08,25.99,High,31263.0,0.71,0.0,0.8
PRJ-1569,Road & Highway,Odisha,20152,55,11,24,345,Skilled,Poor,Vitrified Tiles,299.0,310.52,3.85,Low,7488.0,0.5,0.05,0.2
PRJ-1570,Industrial Warehouse,Telangana,13831,12,7,4,21,Skilled,Poor,Electrical Cable,457.0,493.01,7.88,Medium,79222.0,0.7,0.9,0.1
PRJ-1571,Commercial Complex,Karnataka,15693,13,3,28,48,Skilled,Poor,River Sand,225.3,259.61,15.23,High,61758.0,0.72,0.0,0.9
PRJ-1572,School/College,Gujarat,8590,22,11,24,163,Unskilled,Good,AAC Blocks,838.0,905.0,8.0,Medium,3685.0,0.82,0.05,0.2
PRJ-1573,Bridge Construction,Telangana,26243,49,9,24,297,Semi-skilled,Average,River Sand,107.6,130.13,20.94,High,40554.0,0.7,0.6,0.9
PRJ-1574,School/College,Haryana,2018,20,3,7,97,Unskilled,Good,Paint,6161.0,6600.28,7.13,Medium,122998.0,0.71,0.0,0.1
PRJ-1575,Residential Apartment,Tamil Nadu,15808,30,3,18,47,Skilled,Average,Paint,779.0,841.9,8.07,Medium,17612.0,0.75,0.0,0.1
PRJ-1576,Data Center,Uttar Pradesh,10496,18,9,5,399,Skilled,Average,TMT Steel,114.8,122.28,6.51,Medium,463760.0,0.58,0.6,0.3
PRJ-1577,Data Center,Jharkhand,14466,8,12,21,238,Skilled,Excellent,Electrical Cable,2024.0,2111.71,4.33,Low,192962.0,0.42,0.0,0.1
PRJ-1578,Industrial Warehouse,Punjab,5211,18,11,6,205,Semi-skilled,Average,Electrical Cable,1103.0,1209.75,9.68,Medium,234850.0,0.74,0.05,0.1
PRJ-1579,Bridge Construction,West Bengal,40878,52,8,9,27,Unskilled,Good,Paint,856.0,923.42,7.88,Medium,18878.0,0.62,0.85,0.1
PRJ-1580,Bridge Construction,Bihar,36362,47,6,15,417,Skilled,Excellent,OPC Cement,682.6,738.87,8.24,Medium,21383.0,0.45,0.7,0.7
PRJ-1581,Industrial Warehouse,Haryana,9420,24,10,20,252,Expert,Poor,Fly Ash Bricks,356.0,420.83,18.21,High,519.0,0.71,0.2,0.6
PRJ-1582,Industrial Warehouse,Bihar,2004,12,9,17,427,Expert,Good,Plywood,386.0,449.77,16.52,High,6058.0,0.45,0.6,0.8
PRJ-1583,Commercial Complex,Punjab,14375,20,11,4,244,Unskilled,Average,Electrical Cable,3567.0,4039.69,13.25,Medium,1039918.0,0.74,0.05,0.1
PRJ-1584,Commercial Complex,Kerala,15901,13,9,11,218,Semi-skilled,Average,HDPE Pipes,2286.0,2412.77,5.55,Medium,57046.0,0.68,0.6,0.1
PRJ-1585,Residential Apartment,Odisha,4433,34,4,27,348,Unskilled,Average,Electrical Cable,3088.0,3310.08,7.19,Medium,488576.0,0.5,0.05,0.1
PRJ-1586,Metro Rail,Kerala,14459,47,2,19,288,Unskilled,Poor,River Sand,47.7,57.55,20.64,High,17730.0,0.68,0.0,0.9
PRJ-1587,Bridge Construction,Karnataka,49873,41,9,8,211,Semi-skilled,Average,Structural Steel,130.4,137.81,5.68,Medium,555750.0,0.72,0.6,0.2
PRJ-1588,Residential Apartment,Tamil Nadu,21789,14,10,20,304,Semi-skilled,Average,HDPE Pipes,473.0,494.47,4.54,Low,9662.0,0.75,0.2,0.1
PRJ-1589,Hospital,Maharashtra,2941,23,12,1,374,Semi-skilled,Good,Structural Steel,84.4,89.18,5.67,Medium,358500.0,0.78,0.0,0.2
PRJ-1590,Hospital,Jharkhand,7013,13,2,2,265,Semi-skilled,Poor,TMT Steel,127.4,140.56,10.33,Medium,815920.0,0.42,0.0,0.3
PRJ-1591,Hospital,Jharkhand,1953,17,5,8,135,Unskilled,Average,AAC Blocks,583.0,649.48,11.4,Medium,3656.0,0.42,0.15,0.2
PRJ-1592,Hospital,Telangana,8422,12,7,21,486,Unskilled,Poor,TMT Steel,41.1,44.35,7.92,Medium,201500.0,0.7,0.9,0.3
PRJ-1593,Metro Rail,Tamil Nadu,7292,54,2,30,20,Unskilled,Average,OPC Cement,27.3,31.62,15.83,High,1642.0,0.75,0.0,0.7
PRJ-1594,Hospital,Madhya Pradesh,6932,8,12,24,110,Unskilled,Poor,AAC Blocks,387.0,431.58,11.52,Medium,2452.0,0.55,0.0,0.2
PRJ-1595,Bridge Construction,Telangana,15713,58,8,8,380,Semi-skilled,Poor,OPC Cement,56.6,67.89,19.94,High,4290.0,0.7,0.85,0.7
PRJ-1596,Residential Apartment,Kerala,22319,27,3,12,483,Semi-skilled,Average,Fly Ash Bricks,540.0,635.1,17.61,High,761.0,0.68,0.0,0.6
PRJ-1597,Hospital,Kerala,11714,18,12,21,137,Skilled,Average,Vitrified Tiles,1459.0,1593.56,9.22,Medium,87464.0,0.68,0.0,0.2
PRJ-1598,Hospital,Punjab,5168,13,5,12,97,Unskilled,Good,Vitrified Tiles,356.0,403.0,13.2,Medium,30550.0,0.74,0.15,0.2
PRJ-1599,Bridge Construction,Kerala,15863,21,11,10,62,Unskilled,Poor,Paint,563.0,622.81,10.62,Medium,16747.0,0.68,0.05,0.1
PRJ-1600,Road & Highway,West Bengal,7578,41,5,3,481,Skilled,Poor,Electrical Cable,937.0,990.75,5.74,Medium,118250.0,0.62,0.15,0.1
PRJ-1601,Road & Highway,Jharkhand,32770,43,8,24,313,Skilled,Good,Electrical Cable,397.0,410.07,3.29,Low,28754.0,0.42,0.85,0.1
PRJ-1602,Data Center,Madhya Pradesh,13182,20,2,25,489,Unskilled,Average,AAC Blocks,204.0,230.19,12.84,Medium,1440.0,0.55,0.0,0.2
PRJ-1603,Hospital,Odisha,14243,22,2,10,326,Semi-skilled,Good,HDPE Pipes,563.0,595.45,5.76,Medium,14603.0,0.5,0.0,0.1
PRJ-1604,Bridge Construction,Telangana,30623,51,12,17,60,Unskilled,Average,TMT Steel,50.6,54.11,6.93,Medium,217620.0,0.7,0.0,0.3
PRJ-1605,School/College,Maharashtra,14426,18,4,17,225,Unskilled,Good,Plywood,1099.0,1325.31,20.59,High,21499.0,0.78,0.05,0.8
PRJ-1606,Metro Rail,West Bengal,22401,39,5,1,309,Semi-skilled,Average,Coarse Aggregate,101.3,112.76,11.31,Medium,13752.0,0.62,0.15,0.5
PRJ-1607,Industrial Warehouse,Rajasthan,13531,15,6,11,94,Expert,Good,OPC Cement,69.5,77.41,11.37,Medium,3006.0,0.65,0.7,0.7
PRJ-1608,Commercial Complex,Haryana,4966,34,2,2,486,Semi-skilled,Average,Paint,3123.0,3375.04,8.07,Medium,70571.0,0.71,0.0,0.1
PRJ-1609,Commercial Complex,Madhya Pradesh,15446,33,5,14,479,Semi-skilled,Average,Paint,999.0,1079.01,8.01,Medium,22403.0,0.55,0.15,0.1
PRJ-1610,Metro Rail,Telangana,15875,22,4,8,202,Skilled,Average,HDPE Pipes,4372.0,4593.75,5.07,Medium,99788.0,0.7,0.05,0.1
PRJ-1611,Road & Highway,Maharashtra,34750,30,11,21,160,Semi-skilled,Good,TMT Steel,46.9,50.49,7.66,Medium,222580.0,0.78,0.05,0.3
PRJ-1612,Residential Apartment,Haryana,6843,33,3,28,234,Unskilled,Average,Electrical Cable,163.0,172.33,5.72,Medium,20526.0,0.71,0.0,0.1
PRJ-1613,Industrial Warehouse,Maharashtra,14951,18,6,10,299,Skilled,Good,HDPE Pipes,1101.0,1154.23,4.84,Low,23954.0,0.78,0.7,0.1
PRJ-1614,Hospital,Haryana,2670,12,9,3,457,Skilled,Average,Plywood,813.0,1028.38,26.49,High,20461.0,0.71,0.6,0.8
PRJ-1615,Bridge Construction,Telangana,40378,35,12,15,176,Unskilled,Average,Vitrified Tiles,674.0,751.31,11.47,Medium,50251.0,0.7,0.0,0.2
PRJ-1616,Road & Highway,Haryana,11795,48,8,24,300,Skilled,Good,River Sand,188.5,216.15,14.67,Medium,49770.0,0.71,0.85,0.9
PRJ-1617,Commercial Complex,Rajasthan,4573,26,7,6,275,Unskilled,Poor,Fly Ash Bricks,1071.0,1366.17,27.56,High,2361.0,0.65,0.9,0.6
PRJ-1618,Metro Rail,Odisha,45730,29,3,14,248,Skilled,Good,Vitrified Tiles,1391.0,1550.55,11.47,Medium,103707.0,0.5,0.0,0.2
PRJ-1619,School/College,Madhya Pradesh,11136,22,11,19,297,Semi-skilled,Excellent,AAC Blocks,855.0,911.96,6.66,Medium,3133.0,0.55,0.05,0.2
PRJ-1620,Bridge Construction,Rajasthan,38601,34,6,29,251,Skilled,Excellent,Coarse Aggregate,63.5,67.07,5.62,Medium,4284.0,0.65,0.7,0.5
PRJ-1621,Bridge Construction,Maharashtra,45001,26,2,24,499,Semi-skilled,Good,Coarse Aggregate,49.0,53.37,8.93,Medium,5244.0,0.78,0.0,0.5
PRJ-1622,Data Center,Haryana,12325,18,1,20,242,Unskilled,Average,Plywood,585.0,748.39,27.93,High,15522.0,0.71,0.0,0.8
PRJ-1623,Commercial Complex,Punjab,8841,20,10,13,478,Unskilled,Average,OPC Cement,26.6,30.95,16.36,High,1653.0,0.74,0.2,0.7
PRJ-1624,Industrial Warehouse,Jharkhand,14786,24,5,10,423,Unskilled,Average,Structural Steel,26.5,28.08,5.95,Medium,118500.0,0.42,0.15,0.2
PRJ-1625,Metro Rail,Bihar,9581,41,2,14,303,Skilled,Poor,River Sand,11.7,13.47,15.09,High,3186.0,0.45,0.0,0.9
PRJ-1626,Road & Highway,Jharkhand,35496,19,1,22,234,Unskilled,Average,TMT Steel,177.8,193.38,8.76,Medium,965960.0,0.42,0.0,0.3
PRJ-1627,Metro Rail,Gujarat,29822,20,2,5,381,Unskilled,Average,Fly Ash Bricks,1324.0,1608.89,21.52,High,2279.0,0.82,0.0,0.6
PRJ-1628,Road & Highway,Gujarat,18970,46,1,22,110,Skilled,Excellent,Paint,2148.0,2241.53,4.35,Low,26188.0,0.82,0.0,0.1
PRJ-1629,Hospital,Tamil Nadu,7780,13,9,10,172,Semi-skilled,Good,Structural Steel,19.2,20.35,5.97,Medium,86250.0,0.75,0.6,0.2
PRJ-1630,Road & Highway,Jharkhand,11890,26,2,21,59,Unskilled,Good,Electrical Cable,896.0,968.13,8.05,Medium,158686.0,0.42,0.0,0.1
PRJ-1631,School/College,Jharkhand,10135,23,3,18,408,Skilled,Excellent,Structural Steel,28.9,30.24,4.65,Low,100500.0,0.42,0.0,0.2
PRJ-1632,Commercial Complex,Uttar Pradesh,11791,23,12,20,461,Semi-skilled,Average,Structural Steel,139.0,144.38,3.87,Low,403500.0,0.58,0.0,0.2
PRJ-1633,Road & Highway,Uttar Pradesh,26371,36,7,3,287,Expert,Poor,HDPE Pipes,1146.0,1223.38,6.75,Medium,34821.0,0.58,0.9,0.1
PRJ-1634,School/College,Karnataka,3285,10,6,6,488,Semi-skilled,Good,Structural Steel,32.8,34.8,6.11,Medium,150000.0,0.72,0.7,0.2
PRJ-1635,Data Center,Telangana,6178,16,1,13,321,Skilled,Average,Fly Ash Bricks,397.0,460.92,16.1,High,511.0,0.7,0.0,0.6
PRJ-1636,Industrial Warehouse,Madhya Pradesh,3561,17,9,15,472,Unskilled,Poor,Coarse Aggregate,656.6,741.29,12.9,Medium,101628.0,0.55,0.6,0.5
PRJ-1637,Commercial Complex,Kerala,24102,17,4,27,335,Semi-skilled,Good,Electrical Cable,2639.0,2756.84,4.47,Low,259248.0,0.68,0.05,0.1
PRJ-1638,Commercial Complex,Odisha,7491,18,12,24,101,Skilled,Poor,Structural Steel,106.8,110.87,3.81,Low,305250.0,0.5,0.0,0.2
PRJ-1639,Data Center,Madhya Pradesh,5800,12,7,26,246,Skilled,Good,HDPE Pipes,1732.0,1762.52,1.76,Low,13734.0,0.55,0.9,0.1
PRJ-1640,Data Center,Karnataka,9873,18,7,6,261,Unskilled,Average,Structural Steel,69.5,74.95,7.85,Medium,408750.0,0.72,0.9,0.2
PRJ-1641,Residential Apartment,Punjab,6900,12,4,17,487,Semi-skilled,Average,Fly Ash Bricks,187.0,210.12,12.36,Medium,185.0,0.74,0.05,0.6
PRJ-1642,Hospital,Tamil Nadu,1118,21,12,6,360,Semi-skilled,Good,Fly Ash Bricks,852.0,984.87,15.6,High,1063.0,0.75,0.0,0.6
PRJ-1643,Metro Rail,Jharkhand,29135,48,11,8,195,Skilled,Poor,Plywood,23.0,29.49,28.2,High,617.0,0.42,0.05,0.8
PRJ-1644,Industrial Warehouse,Jharkhand,9187,9,8,2,150,Unskilled,Average,AAC Blocks,786.0,903.41,14.94,Medium,6458.0,0.42,0.85,0.2
PRJ-1645,Hospital,Gujarat,3061,22,1,8,401,Semi-skilled,Good,River Sand,18.3,21.04,14.97,Medium,4932.0,0.82,0.0,0.9
PRJ-1646,School/College,Uttar Pradesh,1371,17,8,23,103,Skilled,Poor,Paint,658.0,699.02,6.23,Medium,11486.0,0.58,0.85,0.1
PRJ-1647,Industrial Warehouse,Uttar Pradesh,6533,17,6,30,230,Semi-skilled,Good,Paint,401.0,409.84,2.21,Low,2475.0,0.58,0.7,0.1
PRJ-1648,Road & Highway,Telangana,35025,59,8,2,170,Unskilled,Average,HDPE Pipes,277.0,300.23,8.39,Medium,10454.0,0.7,0.85,0.1
PRJ-1649,School/College,Jharkhand,6893,21,2,21,421,Skilled,Average,Plywood,808.0,976.97,20.91,High,16052.0,0.42,0.0,0.8
PRJ-1650,Hospital,Gujarat,7405,18,9,13,331,Unskilled,Excellent,Fly Ash Bricks,678.0,764.9,12.82,Medium,695.0,0.82,0.6,0.6
PRJ-1651,School/College,Kerala,13224,21,5,16,402,Unskilled,Poor,River Sand,48.4,60.94,25.91,High,22572.0,0.68,0.15,0.9
PRJ-1652,Commercial Complex,Punjab,11287,29,3,20,189,Unskilled,Average,Paint,1310.0,1424.23,8.72,Medium,31984.0,0.74,0.0,0.1
PRJ-1653,Hospital,Maharashtra,11800,21,1,29,102,Unskilled,Average,AAC Blocks,533.0,581.15,9.03,Medium,2648.0,0.78,0.0,0.2
PRJ-1654,Bridge Construction,Karnataka,22995,20,7,16,231,Unskilled,Average,AAC Blocks,678.0,766.37,13.03,Medium,4860.0,0.72,0.9,0.2
PRJ-1655,Road & Highway,Maharashtra,13439,21,2,8,460,Expert,Average,TMT Steel,41.6,43.48,4.51,Low,116560.0,0.78,0.0,0.3
PRJ-1656,Commercial Complex,Gujarat,18533,27,12,3,463,Skilled,Poor,Coarse Aggregate,158.1,176.32,11.53,Medium,21864.0,0.82,0.0,0.5
PRJ-1657,Road & Highway,Uttar Pradesh,41026,57,7,2,184,Skilled,Average,OPC Cement,20.1,22.07,9.81,Medium,749.0,0.58,0.9,0.7
PRJ-1658,Residential Apartment,Madhya Pradesh,2554,15,11,12,439,Unskilled,Average,Coarse Aggregate,73.6,79.81,8.44,Medium,7452.0,0.55,0.05,0.5
PRJ-1659,Metro Rail,Bihar,6387,26,8,21,355,Unskilled,Poor,Electrical Cable,646.0,711.85,10.19,Medium,144870.0,0.45,0.85,0.1
PRJ-1660,Commercial Complex,Uttar Pradesh,13987,31,7,14,357,Semi-skilled,Average,Vitrified Tiles,250.0,279.69,11.88,Medium,19298.0,0.58,0.9,0.2
PRJ-1661,Bridge Construction,Uttar Pradesh,27323,54,8,11,333,Semi-skilled,Excellent,TMT Steel,16.4,16.8,2.47,Low,24800.0,0.58,0.85,0.3
PRJ-1662,Metro Rail,Uttar Pradesh,20728,58,11,13,88,Semi-skilled,Average,Electrical Cable,2733.0,2964.21,8.46,Medium,508662.0,0.58,0.05,0.1
PRJ-1663,Commercial Complex,Rajasthan,13945,21,9,29,58,Semi-skilled,Average,River Sand,125.8,146.04,16.09,High,36432.0,0.65,0.6,0.9
PRJ-1664,Metro Rail,Karnataka,48437,41,12,5,434,Expert,Excellent,Plywood,68.0,82.49,21.3,High,1377.0,0.72,0.0,0.8
PRJ-1665,School/College,Kerala,3687,10,9,13,352,Unskilled,Good,Vitrified Tiles,2606.0,2835.09,8.79,Medium,148909.0,0.68,0.6,0.2
PRJ-1666,Industrial Warehouse,Tamil Nadu,14635,19,5,16,171,Semi-skilled,Average,TMT Steel,181.4,192.32,6.02,Medium,677040.0,0.75,0.15,0.3
PRJ-1667,Road & Highway,Maharashtra,13880,48,11,21,217,Skilled,Good,Electrical Cable,1669.0,1781.37,6.73,Medium,247214.0,0.78,0.05,0.1
PRJ-1668,Road & Highway,Maharashtra,40843,27,9,10,49,Unskilled,Good,Plywood,273.0,362.02,32.61,High,8457.0,0.78,0.6,0.8
PRJ-1669,Road & Highway,Karnataka,11000,28,12,24,165,Skilled,Average,Paint,558.0,589.68,5.68,Medium,8870.0,0.72,0.0,0.1
PRJ-1670,Industrial Warehouse,Telangana,13663,21,4,8,168,Semi-skilled,Good,TMT Steel,92.8,96.84,4.35,Low,250480.0,0.7,0.05,0.3
PRJ-1671,Bridge Construction,Tamil Nadu,10803,53,3,29,39,Unskilled,Good,River Sand,29.6,33.77,14.08,Medium,7506.0,0.75,0.0,0.9
PRJ-1672,Metro Rail,West Bengal,25773,55,10,19,51,Semi-skilled,Average,Electrical Cable,301.0,313.83,4.26,Low,28226.0,0.62,0.2,0.1
PRJ-1673,Bridge Construction,Tamil Nadu,47952,33,3,29,98,Unskilled,Average,OPC Cement,79.7,90.56,13.63,Medium,4127.0,0.75,0.0,0.7
PRJ-1674,School/College,Haryana,2424,11,10,7,429,Unskilled,Excellent,Coarse Aggregate,12.8,14.25,11.35,Medium,1740.0,0.71,0.2,0.5
PRJ-1675,Bridge Construction,Odisha,29044,48,9,3,123,Unskilled,Good,Vitrified Tiles,223.0,246.07,10.34,Medium,14995.0,0.5,0.6,0.2
PRJ-1676,Data Center,Punjab,8564,21,3,18,232,Unskilled,Average,Fly Ash Bricks,1185.0,1414.94,19.4,High,1840.0,0.74,0.0,0.6
PRJ-1677,Industrial Warehouse,Tamil Nadu,3469,8,2,25,104,Semi-skilled,Good,Paint,1285.0,1349.84,5.05,Medium,18155.0,0.75,0.0,0.1
PRJ-1678,Road & Highway,Madhya Pradesh,19666,20,2,3,168,Semi-skilled,Average,TMT Steel,171.8,178.63,3.98,Low,423460.0,0.55,0.0,0.3
PRJ-1679,Industrial Warehouse,Telangana,10868,9,9,18,299,Semi-skilled,Good,Vitrified Tiles,330.0,348.79,5.69,Medium,12214.0,0.7,0.6,0.2
PRJ-1680,Data Center,Kerala,5948,19,7,6,116,Unskilled,Average,Plywood,199.0,287.4,44.42,High,8398.0,0.68,0.9,0.8
PRJ-1681,Residential Apartment,Madhya Pradesh,4297,33,3,7,118,Unskilled,Excellent,Paint,989.0,1077.65,8.96,Medium,24822.0,0.55,0.0,0.1
PRJ-1682,Road & Highway,Tamil Nadu,14935,32,8,25,240,Skilled,Average,Electrical Cable,438.0,450.1,2.76,Low,26620.0,0.75,0.85,0.1
PRJ-1683,Residential Apartment,Rajasthan,24799,14,12,30,267,Unskilled,Good,Coarse Aggregate,64.1,69.05,7.72,Medium,5940.0,0.65,0.0,0.5
PRJ-1684,School/College,Haryana,2511,11,10,29,279,Skilled,Average,TMT Steel,193.8,203.8,5.16,Medium,620000.0,0.71,0.2,0.3
PRJ-1685,Metro Rail,Jharkhand,12340,33,1,24,125,Skilled,Poor,Coarse Aggregate,5.1,5.54,8.56,Medium,528.0,0.42,0.0,0.5
PRJ-1686,Bridge Construction,Odisha,43825,41,5,14,34,Expert,Poor,HDPE Pipes,1116.0,1181.84,5.9,Medium,29628.0,0.5,0.15,0.1
PRJ-1687,Hospital,Odisha,6651,9,7,27,386,Semi-skilled,Average,Paint,514.0,556.22,8.21,Medium,11822.0,0.5,0.9,0.1
PRJ-1688,Industrial Warehouse,Uttar Pradesh,11699,22,12,5,135,Unskilled,Average,Paint,538.0,589.15,9.51,Medium,14322.0,0.58,0.0,0.1
PRJ-1689,Road & Highway,Tamil Nadu,6710,30,7,22,274,Expert,Average,OPC Cement,15.5,16.44,6.07,Medium,357.0,0.75,0.9,0.7
PRJ-1690,Commercial Complex,Kerala,3797,22,11,25,475,Semi-skilled,Average,TMT Steel,69.7,73.31,5.17,Medium,223820.0,0.68,0.05,0.3
PRJ-1691,Road & Highway,Odisha,45111,42,10,28,415,Unskilled,Average,Electrical Cable,3700.0,4009.01,8.35,Medium,679822.0,0.5,0.2,0.1
PRJ-1692,Residential Apartment,Maharashtra,21457,31,6,9,226,Skilled,Good,Structural Steel,81.1,82.91,2.24,Low,135750.0,0.78,0.7,0.2
PRJ-1693,Data Center,Kerala,5023,12,10,25,146,Unskilled,Average,TMT Steel,72.2,75.7,4.84,Low,217000.0,0.68,0.2,0.3
PRJ-1694,Hospital,Tamil Nadu,12160,18,12,17,439,Unskilled,Poor,Electrical Cable,223.0,245.34,10.02,Medium,49148.0,0.75,0.0,0.1
PRJ-1695,Commercial Complex,Rajasthan,3591,29,11,14,121,Unskilled,Poor,Coarse Aggregate,66.9,75.31,12.57,Medium,10092.0,0.65,0.05,0.5
PRJ-1696,Residential Apartment,Odisha,13063,29,7,25,271,Unskilled,Good,HDPE Pipes,960.0,998.36,4.0,Low,17262.0,0.5,0.9,0.1
PRJ-1697,School/College,Madhya Pradesh,11208,13,4,8,259,Unskilled,Good,Vitrified Tiles,532.0,585.63,10.08,Medium,34860.0,0.55,0.05,0.2
PRJ-1698,Hospital,Karnataka,9595,18,3,30,297,Skilled,Poor,AAC Blocks,943.0,1050.99,11.45,Medium,5939.0,0.72,0.0,0.2
PRJ-1699,School/College,Uttar Pradesh,5494,19,12,11,465,Unskilled,Average,OPC Cement,56.3,63.89,13.48,Medium,2884.0,0.58,0.0,0.7
PRJ-1700,Data Center,Odisha,4518,17,1,17,461,Unskilled,Good,Structural Steel,91.3,96.5,5.7,Medium,390000.0,0.5,0.0,0.2
PRJ-1701,Hospital,Madhya Pradesh,4378,23,9,7,222,Skilled,Good,Coarse Aggregate,25.7,28.33,10.24,Medium,3156.0,0.55,0.6,0.5
PRJ-1702,Industrial Warehouse,Gujarat,1278,9,9,9,375,Unskilled,Average,AAC Blocks,1482.0,1650.2,11.35,Medium,9251.0,0.82,0.6,0.2
PRJ-1703,School/College,Rajasthan,7899,16,7,17,240,Semi-skilled,Excellent,Fly Ash Bricks,542.0,610.94,12.72,Medium,552.0,0.65,0.9,0.6
PRJ-1704,Commercial Complex,Bihar,18092,36,4,3,86,Unskilled,Poor,Electrical Cable,2201.0,2421.35,10.01,Medium,484770.0,0.45,0.05,0.1
PRJ-1705,Metro Rail,Uttar Pradesh,42688,46,3,16,224,Unskilled,Average,HDPE Pipes,494.0,523.46,5.96,Medium,13257.0,0.58,0.0,0.1
PRJ-1706,Bridge Construction,Maharashtra,11778,25,9,24,417,Unskilled,Good,AAC Blocks,617.0,669.52,8.51,Medium,2889.0,0.78,0.6,0.2
PRJ-1707,Hospital,Karnataka,2847,17,9,23,129,Semi-skilled,Good,OPC Cement,47.9,53.58,11.85,Medium,2158.0,0.72,0.6,0.7
PRJ-1708,Data Center,Madhya Pradesh,2937,11,7,10,217,Skilled,Good,Structural Steel,468.1,488.76,4.41,Low,1549500.0,0.55,0.9,0.2
PRJ-1709,Commercial Complex,Tamil Nadu,21908,17,9,13,403,Semi-skilled,Good,AAC Blocks,2840.0,3009.89,5.98,Medium,9344.0,0.75,0.6,0.2
PRJ-1710,Metro Rail,Punjab,22669,42,11,12,485,Unskilled,Good,HDPE Pipes,157.0,171.76,9.4,Medium,6642.0,0.74,0.05,0.1
PRJ-1711,Road & Highway,Bihar,21743,32,9,16,251,Unskilled,Average,TMT Steel,96.4,105.51,9.45,Medium,564820.0,0.45,0.6,0.3
PRJ-1712,Road & Highway,Rajasthan,22871,58,11,22,181,Unskilled,Average,Vitrified Tiles,687.0,763.43,11.12,Medium,49679.0,0.65,0.05,0.2
PRJ-1713,Metro Rail,Kerala,32786,19,7,1,138,Expert,Good,OPC Cement,67.2,76.01,13.11,Medium,3348.0,0.68,0.9,0.7
PRJ-1714,Data Center,Kerala,3493,23,3,25,96,Expert,Excellent,Structural Steel,34.2,34.97,2.25,Low,57750.0,0.68,0.0,0.2
PRJ-1715,Hospital,Haryana,12255,12,5,23,70,Semi-skilled,Good,Electrical Cable,4678.0,4888.37,4.5,Low,462814.0,0.71,0.15,0.1
PRJ-1716,Road & Highway,Bihar,20188,52,9,12,356,Skilled,Poor,Vitrified Tiles,506.0,561.7,11.01,Medium,36205.0,0.45,0.6,0.2
PRJ-1717,Metro Rail,Jharkhand,46351,46,11,1,424,Semi-skilled,Average,Paint,332.0,357.76,7.76,Medium,7213.0,0.42,0.05,0.1
PRJ-1718,Commercial Complex,Bihar,13819,13,11,18,78,Unskilled,Average,Paint,5675.0,6077.71,7.1,Medium,112759.0,0.45,0.05,0.1
PRJ-1719,Bridge Construction,Jharkhand,20764,35,1,27,290,Semi-skilled,Average,Coarse Aggregate,67.3,73.91,9.83,Medium,7932.0,0.42,0.0,0.5
PRJ-1720,Hospital,Jharkhand,1555,8,8,23,235,Unskilled,Average,Vitrified Tiles,190.0,213.16,12.19,Medium,15054.0,0.42,0.85,0.2
PRJ-1721,Metro Rail,Punjab,42775,39,11,29,383,Unskilled,Good,Vitrified Tiles,330.0,365.6,10.79,Medium,23140.0,0.74,0.05,0.2
PRJ-1722,Metro Rail,Rajasthan,45177,42,5,14,314,Unskilled,Poor,OPC Cement,19.1,22.67,18.68,High,1357.0,0.65,0.15,0.7
PRJ-1723,Hospital,Jharkhand,12438,19,12,28,242,Unskilled,Average,HDPE Pipes,359.0,378.39,5.4,Medium,8725.0,0.42,0.0,0.1
PRJ-1724,Residential Apartment,Maharashtra,15595,35,2,29,474,Expert,Good,Plywood,267.0,320.82,20.16,High,5113.0,0.78,0.0,0.8
PRJ-1725,Hospital,Gujarat,6014,22,5,19,359,Skilled,Good,AAC Blocks,922.0,986.41,6.99,Medium,3543.0,0.82,0.15,0.2
PRJ-1726,Industrial Warehouse,Gujarat,12045,11,6,27,229,Semi-skilled,Average,River Sand,79.6,93.0,16.84,High,24120.0,0.82,0.7,0.9
PRJ-1727,Data Center,Rajasthan,9427,23,12,23,66,Semi-skilled,Good,TMT Steel,131.6,134.66,2.32,Low,189720.0,0.65,0.0,0.3
PRJ-1728,Residential Apartment,Tamil Nadu,2418,26,8,18,72,Unskilled,Good,Fly Ash Bricks,3922.0,4681.92,19.38,High,6079.0,0.75,0.85,0.6
