order_id,order_date,month,day_of_week,quarter,is_festival_period,material_type,supplier_tier,origin_state,destination_state,distance_km,order_quantity,promised_lead_days,monsoon_intensity,monsoon_sensitivity,dest_logistics_score,orig_logistics_score,dest_monsoon_severity,supplier_reliability,past_delay_rate,delay_probability,is_delayed,actual_delay_days,vehicle_type,temperature,humidity,traffic_status,waiting_time,inventory_level,asset_utilization,demand_forecast,order_value_inr,road_quality,supplier_capacity,fuel_price_index,driver_experience
ORD-02144,2025-06-25,6,2,2,0,Plywood,Tier 1 (Large Manufacturer),Telangana,Odisha,1506,754.0,14,0.7,0.8,0.5,0.7,0.8,0.88,0.117,0.736,1,8,Container,35.0,75.3,Detour,58,881,97.8,555,71630.0,0.6,55,96.58,19
ORD-02145,2024-05-30,5,3,2,0,Structural Steel,Tier 3 (Local Supplier),Rajasthan,West Bengal,1612,29.7,28,0.15,0.2,0.62,0.65,0.8,0.55,0.368,0.511,0,0,Truck,38.1,81.1,Moderate,55,788,59.6,129,2227500.0,0.64,88,110.92,22
ORD-02146,2025-09-16,9,1,3,1,HDPE Pipes,Tier 2 (Regional Distributor),Kerala,Rajasthan,1076,6248.0,20,0.6,0.1,0.65,0.68,0.3,0.72,0.213,0.562,1,16,Trailer,36.5,60.9,Detour,39,788,94.3,423,2811600.0,0.67,73,89.51,1
ORD-02147,2024-05-24,5,4,2,0,AAC Blocks,Tier 2 (Regional Distributor),Kerala,Madhya Pradesh,1563,1120.0,18,0.15,0.2,0.55,0.68,0.5,0.72,0.413,0.588,1,1,Trailer,35.4,45.4,Detour,41,345,86.1,450,61600.0,0.61,56,107.29,5
ORD-02148,2023-08-17,8,3,3,1,River Sand,Tier 2 (Regional Distributor),Maharashtra,Uttar Pradesh,1644,48.9,14,0.85,0.9,0.58,0.78,0.6,0.72,0.212,0.774,1,6,Container,29.7,52.7,Heavy,51,178,77.7,232,88020.0,0.68,74,93.86,24
ORD-02149,2024-01-02,1,1,1,0,OPC Cement,Tier 2 (Regional Distributor),Kerala,Rajasthan,1241,8.2,10,0.0,0.7,0.65,0.68,0.3,0.72,0.363,0.615,1,14,Mini Truck,29.6,71.3,Detour,46,561,83.3,400,3116.0,0.67,81,90.43,2
ORD-02150,2025-06-26,6,3,2,0,AAC Blocks,Tier 3 (Local Supplier),Kerala,Madhya Pradesh,798,103.0,14,0.7,0.2,0.55,0.68,0.5,0.55,0.444,0.551,1,24,Truck,25.1,84.4,Detour,48,875,90.3,835,5665.0,0.61,83,100.8,21
ORD-02151,2023-08-11,8,4,3,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Rajasthan,Madhya Pradesh,1131,30.7,10,0.85,0.5,0.55,0.65,0.5,0.88,0.037,0.479,0,0,Trailer,35.5,63.9,Moderate,51,624,59.5,492,36840.0,0.6,92,117.28,3
ORD-02152,2025-12-22,12,0,4,0,Electrical Cable,Tier 1 (Large Manufacturer),Kerala,Rajasthan,873,244.0,21,0.0,0.1,0.65,0.68,0.3,0.88,0.045,0.474,0,0,Truck,38.1,53.7,Moderate,28,767,96.4,531,536800.0,0.67,91,105.16,4
ORD-02153,2023-11-13,11,0,4,0,AAC Blocks,Tier 1 (Large Manufacturer),Gujarat,Odisha,206,496.0,12,0.05,0.2,0.5,0.82,0.8,0.88,0.077,0.395,0,0,Container,23.1,43.1,Moderate,36,719,91.1,964,27280.0,0.66,95,86.41,2
ORD-02154,2023-11-20,11,0,4,0,Vitrified Tiles,Tier 3 (Local Supplier),Karnataka,Uttar Pradesh,686,635.0,22,0.05,0.2,0.58,0.72,0.6,0.55,0.377,0.521,1,2,Container,22.4,67.9,Moderate,33,655,58.4,607,412750.0,0.65,85,90.93,9
ORD-02155,2025-05-03,5,5,2,0,Paint,Tier 2 (Regional Distributor),Gujarat,Haryana,709,160.0,7,0.15,0.1,0.71,0.82,0.5,0.72,0.194,0.466,0,0,Trailer,22.9,89.0,Moderate,42,536,85.0,575,44800.0,0.76,95,102.95,17
ORD-02156,2024-09-13,9,4,3,0,AAC Blocks,Tier 1 (Large Manufacturer),Rajasthan,Uttar Pradesh,1733,683.0,19,0.6,0.2,0.58,0.65,0.6,0.88,0.082,0.555,1,39,Trailer,36.6,59.2,Detour,59,503,94.3,775,37565.0,0.61,51,97.5,4
ORD-02157,2024-10-07,10,0,4,0,Electrical Cable,Tier 2 (Regional Distributor),Bihar,Telangana,1045,662.0,22,0.2,0.1,0.7,0.45,0.6,0.72,0.299,0.597,1,45,Container,19.7,67.8,Detour,47,805,64.0,587,1456400.0,0.57,79,92.92,1
ORD-02158,2023-01-12,1,3,1,0,Structural Steel,Tier 1 (Large Manufacturer),Bihar,Uttar Pradesh,531,44.3,22,0.0,0.2,0.58,0.45,0.6,0.88,0.02,0.8,1,4,Truck,38.8,91.6,Heavy,61,220,71.2,102,3322500.0,0.52,72,100.98,4
ORD-02159,2024-07-15,7,0,3,0,TMT Steel,Tier 3 (Local Supplier),Gujarat,Gujarat,220,29.2,14,0.9,0.3,0.82,0.82,0.4,0.55,0.403,0.425,0,0,Trailer,27.7,87.4,Moderate,35,314,75.0,943,1810400.0,0.82,78,89.54,14
ORD-02160,2025-02-03,2,0,1,0,TMT Steel,Tier 2 (Regional Distributor),Bihar,Odisha,835,29.8,17,0.0,0.3,0.5,0.45,0.8,0.72,0.29,0.545,1,15,Container,34.2,87.8,Moderate,45,255,66.1,163,1847600.0,0.47,52,112.95,13
ORD-02161,2024-02-13,2,1,1,0,Coarse Aggregate,Tier 3 (Local Supplier),Madhya Pradesh,West Bengal,616,76.1,8,0.0,0.5,0.62,0.55,0.8,0.55,0.371,0.518,0,0,Trailer,32.7,94.4,Moderate,50,662,92.2,387,91320.0,0.58,91,104.3,23
ORD-02162,2024-05-12,5,6,2,0,River Sand,Tier 2 (Regional Distributor),Punjab,West Bengal,477,86.8,8,0.15,0.9,0.62,0.74,0.8,0.72,0.365,0.678,1,2,Container,34.8,42.1,Detour,46,264,79.2,156,156240.0,0.68,57,101.65,17
ORD-02163,2023-04-05,4,2,2,0,Plywood,Tier 2 (Regional Distributor),Punjab,Haryana,1024,290.0,12,0.05,0.8,0.71,0.74,0.5,0.72,0.281,0.47,0,0,Container,18.6,81.9,Moderate,35,671,88.7,201,27550.0,0.72,96,94.81,5
ORD-02164,2025-02-07,2,4,1,0,TMT Steel,Tier 1 (Large Manufacturer),Maharashtra,Kerala,1731,14.4,21,0.0,0.3,0.68,0.78,0.95,0.88,0.092,0.369,0,0,Trailer,32.4,58.4,Moderate,45,621,89.7,368,892800.0,0.73,71,92.75,9
ORD-02165,2025-01-26,1,6,1,0,Electrical Cable,Tier 2 (Regional Distributor),Tamil Nadu,West Bengal,215,177.0,18,0.0,0.1,0.62,0.75,0.8,0.72,0.31,0.494,0,0,Truck,32.2,50.5,Moderate,37,704,89.9,897,389400.0,0.69,90,113.81,22
ORD-02166,2023-06-01,6,3,2,0,AAC Blocks,Tier 3 (Local Supplier),Bihar,Jharkhand,660,1536.0,14,0.7,0.2,0.42,0.45,0.7,0.55,0.249,0.582,1,45,Truck,18.8,56.0,Detour,58,671,67.3,846,84480.0,0.43,65,100.64,6
ORD-02167,2024-09-04,9,2,3,0,Vitrified Tiles,Tier 1 (Large Manufacturer),Madhya Pradesh,Tamil Nadu,1331,200.0,25,0.6,0.2,0.75,0.55,0.7,0.88,0.195,0.456,0,0,Container,38.5,65.7,Moderate,32,317,88.3,166,130000.0,0.65,62,109.04,17
ORD-02168,2024-06-17,6,0,2,0,HDPE Pipes,Tier 3 (Local Supplier),Jharkhand,Rajasthan,510,196.0,17,0.7,0.1,0.65,0.42,0.3,0.55,0.434,0.535,1,2,Mini Truck,27.3,53.0,Moderate,58,532,57.6,492,88200.0,0.54,76,98.48,24
ORD-02169,2023-05-20,5,5,2,0,Paint,Tier 3 (Local Supplier),Punjab,Uttar Pradesh,648,257.0,7,0.15,0.1,0.58,0.74,0.6,0.55,0.52,0.635,1,3,Trailer,23.6,47.1,Detour,52,895,59.9,274,71960.0,0.66,64,99.35,2
ORD-02170,2025-07-02,7,2,3,0,Paint,Tier 1 (Large Manufacturer),Karnataka,Uttar Pradesh,705,98.0,7,0.9,0.1,0.58,0.72,0.6,0.88,0.175,0.457,0,0,Container,33.0,71.2,Moderate,37,534,86.3,347,27440.0,0.65,88,119.83,22
ORD-02171,2025-01-11,1,5,1,0,AAC Blocks,Tier 1 (Large Manufacturer),Kerala,Punjab,297,113.0,12,0.0,0.2,0.74,0.68,0.5,0.88,0.073,0.284,0,0,Trailer,25.4,36.6,Clear,18,258,73.5,416,6215.0,0.71,89,96.92,17
ORD-02172,2023-02-17,2,4,1,0,River Sand,Tier 1 (Large Manufacturer),Kerala,Bihar,1342,54.6,12,0.0,0.9,0.45,0.68,0.7,0.88,0.122,0.335,0,0,Container,32.9,40.5,Clear,49,620,70.2,111,98280.0,0.57,56,95.01,1
ORD-02173,2025-09-23,9,1,3,0,TMT Steel,Tier 3 (Local Supplier),Maharashtra,Haryana,1784,8.4,21,0.6,0.3,0.71,0.78,0.5,0.55,0.367,0.515,1,23,Trailer,20.8,76.0,Moderate,32,350,91.0,743,520800.0,0.74,79,107.63,4
ORD-02174,2025-06-14,6,5,2,0,TMT Steel,Tier 3 (Local Supplier),Jharkhand,Odisha,213,30.5,14,0.7,0.3,0.5,0.42,0.8,0.55,0.538,0.682,1,6,Trailer,31.1,59.5,Detour,52,865,87.1,752,1891000.0,0.46,66,92.83,10
ORD-02175,2025-10-04,10,5,4,1,Fly Ash Bricks,Tier 3 (Local Supplier),Uttar Pradesh,Kerala,834,639.0,13,0.2,0.6,0.68,0.58,0.95,0.55,0.508,0.646,1,8,Mini Truck,22.7,85.3,Detour,46,959,89.5,516,5112.0,0.63,60,101.68,7
ORD-02176,2023-07-08,7,5,3,0,HDPE Pipes,Tier 1 (Large Manufacturer),Madhya Pradesh,Karnataka,1416,1628.0,22,0.9,0.1,0.72,0.55,0.7,0.88,0.02,0.416,0,0,Mini Truck,39.3,52.9,Moderate,49,558,73.2,642,732600.0,0.64,71,112.03,5
ORD-02177,2025-08-17,8,6,3,1,Vitrified Tiles,Tier 3 (Local Supplier),Gujarat,Odisha,1460,148.0,26,0.85,0.2,0.5,0.82,0.8,0.55,0.458,0.72,1,24,Mini Truck,24.9,36.8,Detour,66,426,95.5,275,96200.0,0.66,58,105.61,22
ORD-02178,2025-06-01,6,6,2,0,Fly Ash Bricks,Tier 2 (Regional Distributor),West Bengal,Haryana,1240,145.0,15,0.7,0.6,0.71,0.62,0.5,0.72,0.296,0.574,1,10,Truck,19.9,81.9,Detour,58,639,65.0,376,1160.0,0.67,74,99.91,7
ORD-02179,2023-05-30,5,1,2,0,River Sand,Tier 3 (Local Supplier),Telangana,Uttar Pradesh,1612,54.5,14,0.15,0.9,0.58,0.7,0.6,0.55,0.451,0.598,1,8,Container,20.4,56.9,Detour,57,905,77.4,571,98100.0,0.64,96,116.06,5
ORD-02180,2025-06-04,6,2,2,0,TMT Steel,Tier 2 (Regional Distributor),Telangana,Rajasthan,499,7.8,15,0.7,0.3,0.65,0.7,0.3,0.72,0.397,0.57,1,14,Mini Truck,34.6,77.2,Detour,44,812,80.0,569,483600.0,0.68,56,98.14,18
ORD-02181,2025-03-09,3,6,1,0,TMT Steel,Tier 1 (Large Manufacturer),Gujarat,Uttar Pradesh,1426,32.0,20,0.0,0.3,0.58,0.82,0.6,0.88,0.061,0.311,0,0,Container,33.7,56.6,Clear,33,415,93.6,797,1984000.0,0.7,57,101.5,4
ORD-02182,2024-04-01,4,0,2,0,Vitrified Tiles,Tier 3 (Local Supplier),Odisha,Uttar Pradesh,1538,387.0,26,0.05,0.2,0.58,0.5,0.6,0.55,0.475,0.643,1,32,Container,29.5,56.0,Detour,59,803,71.5,435,251550.0,0.54,55,88.03,22
ORD-02183,2024-02-15,2,3,1,0,Vitrified Tiles,Tier 2 (Regional Distributor),Haryana,Haryana,186,885.0,20,0.0,0.2,0.71,0.71,0.5,0.72,0.261,0.343,0,0,Truck,20.3,54.8,Clear,30,961,96.0,304,575250.0,0.71,92,107.45,8
ORD-02184,2023-10-31,10,1,4,0,Coarse Aggregate,Tier 2 (Regional Distributor),Karnataka,Tamil Nadu,168,3.4,6,0.2,0.5,0.75,0.72,0.7,0.72,0.332,0.652,1,5,Mini Truck,38.4,74.8,Detour,65,200,61.7,649,4080.0,0.73,61,107.54,5
ORD-02185,2023-03-22,3,2,1,0,River Sand,Tier 3 (Local Supplier),Uttar Pradesh,Tamil Nadu,517,98.7,8,0.0,0.9,0.75,0.58,0.7,0.55,0.326,0.714,1,14,Trailer,39.7,72.7,Detour,52,179,74.1,702,177660.0,0.67,72,113.47,17
ORD-02186,2024-04-16,4,1,2,1,Plywood,Tier 1 (Large Manufacturer),Gujarat,Rajasthan,1393,1001.0,13,0.05,0.8,0.65,0.82,0.3,0.88,0.15,0.372,0,0,Truck,34.1,46.9,Moderate,48,302,85.8,544,95095.0,0.73,75,96.06,23
ORD-02187,2024-07-09,7,1,3,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Odisha,Uttar Pradesh,1739,128.3,13,0.9,0.5,0.58,0.5,0.6,0.88,0.023,0.561,1,31,Mini Truck,22.8,41.8,Detour,39,139,69.9,406,153960.0,0.54,62,98.84,6
ORD-02188,2025-06-19,6,3,2,0,OPC Cement,Tier 2 (Regional Distributor),Maharashtra,West Bengal,483,39.4,6,0.7,0.7,0.62,0.78,0.8,0.72,0.348,0.568,1,13,Truck,35.4,67.0,Detour,51,599,71.9,796,14972.0,0.7,99,91.76,19
ORD-02189,2025-07-04,7,4,3,0,Electrical Cable,Tier 2 (Regional Distributor),Gujarat,Gujarat,134,246.0,18,0.9,0.1,0.82,0.82,0.4,0.72,0.211,0.54,1,8,Container,32.0,70.4,Moderate,42,105,85.7,321,541200.0,0.82,67,106.35,24
ORD-02190,2023-09-13,9,2,3,0,OPC Cement,Tier 1 (Large Manufacturer),Madhya Pradesh,Haryana,291,30.6,5,0.6,0.7,0.71,0.55,0.5,0.88,0.163,0.626,1,3,Mini Truck,36.4,89.9,Detour,54,236,62.5,318,11628.0,0.63,93,96.45,14
ORD-02191,2024-03-05,3,1,1,0,OPC Cement,Tier 2 (Regional Distributor),Punjab,Telangana,1047,23.8,9,0.0,0.7,0.7,0.74,0.6,0.72,0.269,0.498,0,0,Trailer,18.4,54.0,Moderate,55,583,58.3,354,9044.0,0.72,91,105.77,6
ORD-02192,2024-10-10,10,3,4,0,Structural Steel,Tier 1 (Large Manufacturer),Gujarat,Tamil Nadu,523,22.6,22,0.2,0.2,0.75,0.82,0.7,0.88,0.111,0.382,0,0,Trailer,27.7,77.8,Moderate,32,442,67.9,285,1695000.0,0.78,79,100.53,4
ORD-02193,2025-11-07,11,4,4,0,OPC Cement,Tier 2 (Regional Distributor),Maharashtra,Maharashtra,51,11.1,5,0.05,0.7,0.78,0.78,0.8,0.72,0.322,0.522,1,7,Container,34.3,45.1,Moderate,48,296,97.2,621,4218.0,0.78,73,121.5,19
ORD-02194,2025-03-30,3,6,1,1,OPC Cement,Tier 2 (Regional Distributor),Uttar Pradesh,Rajasthan,1796,26.2,12,0.0,0.7,0.65,0.58,0.3,0.72,0.102,0.461,0,0,Mini Truck,36.9,62.3,Moderate,37,547,85.0,602,9956.0,0.61,75,102.82,4
ORD-02195,2024-09-07,9,5,3,0,Coarse Aggregate,Tier 3 (Local Supplier),Tamil Nadu,Kerala,287,24.2,6,0.6,0.5,0.68,0.75,0.95,0.55,0.393,0.632,1,17,Container,38.0,62.6,Detour,49,556,56.0,236,29040.0,0.72,79,97.55,19
ORD-02196,2023-02-02,2,3,1,0,Fly Ash Bricks,Tier 3 (Local Supplier),Kerala,Haryana,979,184.0,13,0.0,0.6,0.71,0.68,0.5,0.55,0.443,0.653,1,1,Trailer,37.0,70.3,Detour,66,240,73.4,279,1472.0,0.7,68,106.46,18
ORD-02197,2024-05-24,5,4,2,0,River Sand,Tier 3 (Local Supplier),Maharashtra,Karnataka,1316,39.2,12,0.15,0.9,0.72,0.78,0.7,0.55,0.422,0.478,0,0,Truck,20.2,47.5,Moderate,37,627,57.8,102,70560.0,0.75,55,103.94,5
ORD-02198,2025-08-20,8,2,3,0,TMT Steel,Tier 1 (Large Manufacturer),Telangana,Odisha,1130,61.1,18,0.85,0.3,0.5,0.7,0.8,0.88,0.043,0.531,1,1,Truck,20.3,92.5,Moderate,41,503,82.5,958,3788200.0,0.6,82,101.87,18
ORD-02199,2024-08-23,8,4,3,0,AAC Blocks,Tier 3 (Local Supplier),Bihar,Jharkhand,244,1501.0,12,0.85,0.2,0.42,0.45,0.7,0.55,0.306,0.534,1,1,Truck,28.7,89.0,Moderate,46,751,89.7,180,82555.0,0.43,59,100.54,13
ORD-02200,2023-12-24,12,6,4,0,HDPE Pipes,Tier 1 (Large Manufacturer),Punjab,Odisha,1753,216.0,23,0.0,0.1,0.5,0.74,0.8,0.88,0.036,0.434,0,0,Truck,37.6,93.1,Moderate,43,872,92.0,229,97200.0,0.62,52,95.28,6
ORD-02201,2023-08-13,8,6,3,0,River Sand,Tier 1 (Large Manufacturer),West Bengal,Gujarat,683,17.1,9,0.85,0.9,0.82,0.62,0.4,0.88,0.091,0.386,0,0,Trailer,29.5,67.2,Moderate,38,972,62.8,187,30780.0,0.72,76,103.1,2
ORD-02202,2025-02-03,2,0,1,0,Fly Ash Bricks,Tier 3 (Local Supplier),Uttar Pradesh,Maharashtra,998,529.0,13,0.0,0.6,0.78,0.58,0.8,0.55,0.567,0.533,1,14,Mini Truck,38.1,37.6,Moderate,43,567,97.2,105,4232.0,0.68,91,98.95,23
ORD-02203,2025-08-21,8,3,3,0,TMT Steel,Tier 3 (Local Supplier),Jharkhand,Karnataka,1665,77.1,21,0.85,0.3,0.72,0.42,0.7,0.55,0.361,0.759,1,4,Container,37.7,62.6,Heavy,61,196,94.5,617,4780200.0,0.57,78,110.7,16
ORD-02204,2025-02-11,2,1,1,0,Vitrified Tiles,Tier 3 (Local Supplier),Madhya Pradesh,Karnataka,939,15.0,23,0.0,0.2,0.72,0.55,0.7,0.55,0.301,0.433,0,0,Truck,31.2,36.8,Moderate,54,346,96.0,773,9750.0,0.64,75,90.4,12
ORD-02205,2024-12-15,12,6,4,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Bihar,Tamil Nadu,930,69.1,9,0.0,0.5,0.75,0.45,0.7,0.88,0.227,0.642,1,2,Mini Truck,22.8,73.2,Detour,50,531,92.8,316,82920.0,0.6,55,102.94,23
ORD-02206,2025-08-09,8,5,3,0,Structural Steel,Tier 3 (Local Supplier),West Bengal,Karnataka,1125,58.0,25,0.85,0.2,0.72,0.62,0.7,0.55,0.495,0.55,1,10,Mini Truck,34.6,38.6,Detour,38,784,61.8,726,4350000.0,0.67,78,93.9,7
ORD-02207,2025-08-19,8,1,3,0,Fly Ash Bricks,Tier 1 (Large Manufacturer),Uttar Pradesh,Kerala,1145,455.0,14,0.85,0.6,0.68,0.58,0.95,0.88,0.187,0.759,1,6,Trailer,26.0,56.1,Heavy,63,785,74.0,205,3640.0,0.63,98,94.31,11
ORD-02208,2023-07-17,7,0,3,0,Electrical Cable,Tier 2 (Regional Distributor),Punjab,Jharkhand,1427,282.0,24,0.9,0.1,0.42,0.74,0.7,0.72,0.359,0.548,1,3,Truck,23.8,69.3,Moderate,38,496,99.3,961,620400.0,0.58,81,95.64,5
ORD-02209,2025-11-20,11,3,4,0,River Sand,Tier 1 (Large Manufacturer),Gujarat,Kerala,448,25.2,8,0.05,0.9,0.68,0.82,0.95,0.88,0.033,0.369,0,0,Mini Truck,32.9,69.6,Moderate,35,997,91.7,533,45360.0,0.75,88,96.13,22
ORD-02210,2025-04-07,4,0,2,0,Fly Ash Bricks,Tier 3 (Local Supplier),Tamil Nadu,Gujarat,1140,104.0,14,0.05,0.6,0.82,0.75,0.4,0.55,0.463,0.402,0,0,Truck,33.2,49.7,Moderate,41,476,71.5,298,832.0,0.78,78,96.53,9
ORD-02211,2024-09-08,9,6,3,0,AAC Blocks,Tier 3 (Local Supplier),West Bengal,Kerala,729,248.0,14,0.6,0.2,0.68,0.62,0.95,0.55,0.431,0.6,0,0,Trailer,28.4,85.0,Detour,51,860,86.3,210,13640.0,0.65,82,85.25,9
ORD-02212,2023-09-27,9,2,3,0,AAC Blocks,Tier 2 (Regional Distributor),Uttar Pradesh,Kerala,1771,488.0,19,0.6,0.2,0.68,0.58,0.95,0.72,0.217,0.587,1,30,Truck,30.2,61.9,Detour,47,778,61.4,825,26840.0,0.63,55,100.88,13
ORD-02213,2023-03-12,3,6,1,0,Paint,Tier 2 (Regional Distributor),Kerala,Maharashtra,649,266.0,7,0.0,0.1,0.78,0.68,0.8,0.72,0.17,0.551,0,0,Truck,24.2,81.5,Detour,42,322,96.5,415,74480.0,0.73,81,108.65,21
ORD-02214,2023-01-30,1,0,1,0,River Sand,Tier 3 (Local Supplier),Maharashtra,Jharkhand,1165,7.4,11,0.0,0.9,0.42,0.78,0.7,0.55,0.387,0.461,1,8,Truck,26.2,39.7,Moderate,29,470,80.1,221,13320.0,0.6,50,97.5,5
ORD-02215,2024-10-22,10,1,4,1,TMT Steel,Tier 3 (Local Supplier),West Bengal,West Bengal,158,21.0,14,0.2,0.3,0.62,0.62,0.8,0.55,0.505,0.478,0,0,Trailer,21.0,44.4,Moderate,47,434,97.7,813,1302000.0,0.62,60,106.8,11
ORD-02216,2025-04-10,4,3,2,0,Electrical Cable,Tier 1 (Large Manufacturer),West Bengal,Telangana,1253,586.0,23,0.05,0.1,0.7,0.62,0.6,0.88,0.138,0.458,0,0,Trailer,23.9,83.3,Moderate,44,477,86.6,764,1289200.0,0.66,92,104.33,21
ORD-02217,2023-08-30,8,2,3,0,Paint,Tier 2 (Regional Distributor),Kerala,Odisha,584,147.0,6,0.85,0.1,0.5,0.68,0.8,0.72,0.321,0.446,0,0,Trailer,18.8,48.8,Moderate,32,718,72.0,524,41160.0,0.59,87,109.49,23
ORD-02218,2024-01-17,1,2,1,1,Fly Ash Bricks,Tier 2 (Regional Distributor),Odisha,Jharkhand,498,1103.0,11,0.0,0.6,0.42,0.5,0.7,0.72,0.456,0.734,1,3,Container,28.2,65.3,Detour,54,611,70.8,686,8824.0,0.46,58,101.27,6
ORD-02219,2025-07-23,7,2,3,0,Plywood,Tier 1 (Large Manufacturer),Kerala,Jharkhand,642,162.0,10,0.9,0.8,0.42,0.68,0.7,0.88,0.146,0.838,1,34,Trailer,32.4,87.9,Heavy,67,224,76.1,984,15390.0,0.55,85,104.71,9
ORD-02220,2024-06-22,6,5,2,0,OPC Cement,Tier 2 (Regional Distributor),Bihar,Kerala,360,50.7,5,0.7,0.7,0.68,0.45,0.95,0.72,0.43,0.753,1,1,Mini Truck,39.7,36.0,Heavy,56,838,61.0,804,19266.0,0.57,79,107.99,3
ORD-02221,2023-09-16,9,5,3,1,OPC Cement,Tier 1 (Large Manufacturer),West Bengal,Jharkhand,518,54.9,6,0.6,0.7,0.42,0.62,0.7,0.88,0.232,0.584,1,14,Mini Truck,25.4,74.2,Detour,54,289,58.4,721,20862.0,0.52,95,90.96,23
ORD-02222,2024-08-28,8,2,3,0,River Sand,Tier 2 (Regional Distributor),Rajasthan,West Bengal,1615,16.3,14,0.85,0.9,0.62,0.65,0.8,0.72,0.27,0.709,1,20,Container,20.1,84.2,Detour,59,715,66.1,546,29340.0,0.64,79,111.3,8
ORD-02223,2023-06-19,6,0,2,0,HDPE Pipes,Tier 1 (Large Manufacturer),Bihar,Jharkhand,393,924.0,16,0.7,0.1,0.42,0.45,0.7,0.88,0.165,0.48,0,0,Truck,31.0,87.3,Moderate,43,368,90.6,413,415800.0,0.43,82,104.42,24
ORD-02224,2024-03-30,3,5,1,1,TMT Steel,Tier 1 (Large Manufacturer),Punjab,Punjab,118,77.7,14,0.0,0.3,0.74,0.74,0.5,0.88,0.169,0.406,0,0,Trailer,18.9,61.5,Moderate,38,261,85.7,520,4817400.0,0.74,83,108.0,21
ORD-02225,2023-11-07,11,1,4,0,Vitrified Tiles,Tier 3 (Local Supplier),Madhya Pradesh,Maharashtra,1437,2205.0,26,0.05,0.2,0.78,0.55,0.8,0.55,0.404,0.736,1,7,Trailer,36.8,48.3,Detour,61,200,81.0,278,1433250.0,0.67,84,98.0,8
ORD-02226,2025-12-23,12,1,4,0,River Sand,Tier 2 (Regional Distributor),Karnataka,Tamil Nadu,1080,9.9,11,0.0,0.9,0.75,0.72,0.7,0.72,0.366,0.556,1,10,Truck,38.3,68.4,Detour,59,514,79.9,200,17820.0,0.73,74,103.69,2
ORD-02227,2024-04-08,4,0,2,0,Paint,Tier 1 (Large Manufacturer),Madhya Pradesh,Telangana,935,492.0,8,0.05,0.1,0.7,0.55,0.6,0.88,0.149,0.465,0,0,Container,35.4,60.9,Moderate,43,260,89.1,789,137760.0,0.62,59,85.62,13
ORD-02228,2024-07-24,7,2,3,0,TMT Steel,Tier 2 (Regional Distributor),Rajasthan,Bihar,1633,97.3,21,0.9,0.3,0.45,0.65,0.7,0.72,0.302,0.86,1,17,Container,30.9,89.4,Heavy,62,106,69.3,790,6032600.0,0.55,56,89.53,12
ORD-02229,2025-08-16,8,5,3,1,AAC Blocks,Tier 1 (Large Manufacturer),Punjab,Rajasthan,1207,1402.0,17,0.85,0.2,0.65,0.74,0.3,0.88,0.065,0.421,0,0,Mini Truck,35.8,42.2,Moderate,50,679,74.9,185,77110.0,0.7,85,103.62,20
ORD-02230,2024-09-30,9,0,3,0,Coarse Aggregate,Tier 3 (Local Supplier),Telangana,Telangana,218,54.1,6,0.6,0.5,0.7,0.7,0.6,0.55,0.376,0.474,0,0,Mini Truck,20.2,57.8,Moderate,34,475,86.1,140,64920.0,0.7,63,100.03,15
ORD-02231,2025-04-20,4,6,2,0,River Sand,Tier 1 (Large Manufacturer),West Bengal,Jharkhand,1113,103.7,11,0.05,0.9,0.42,0.62,0.7,0.88,0.108,0.516,1,1,Truck,21.2,45.5,Moderate,48,691,87.6,650,186660.0,0.52,66,87.53,3
ORD-02232,2024-05-11,5,5,2,0,Structural Steel,Tier 1 (Large Manufacturer),Kerala,Bihar,817,32.8,24,0.15,0.2,0.45,0.68,0.7,0.88,0.23,0.524,0,0,Container,32.7,43.9,Moderate,40,625,74.3,613,2460000.0,0.57,99,91.5,9
ORD-02233,2024-05-24,5,4,2,0,AAC Blocks,Tier 1 (Large Manufacturer),Gujarat,Rajasthan,1642,453.0,19,0.15,0.2,0.65,0.82,0.3,0.88,0.124,0.527,1,17,Truck,39.8,82.6,Moderate,35,752,84.1,812,24915.0,0.73,95,105.82,4
ORD-02234,2023-09-10,9,6,3,0,Paint,Tier 3 (Local Supplier),Telangana,Kerala,344,372.0,5,0.6,0.1,0.68,0.7,0.95,0.55,0.361,0.498,0,0,Truck,25.9,93.5,Moderate,41,995,55.9,954,104160.0,0.69,87,91.72,2
ORD-02235,2023-10-19,10,3,4,0,Plywood,Tier 2 (Regional Distributor),Odisha,Uttar Pradesh,223,939.0,8,0.2,0.8,0.58,0.5,0.6,0.72,0.258,0.533,1,1,Mini Truck,32.8,67.2,Moderate,48,425,92.8,455,89205.0,0.54,65,101.82,22
ORD-02236,2025-12-02,12,1,4,0,Fly Ash Bricks,Tier 3 (Local Supplier),Tamil Nadu,Odisha,1751,473.0,17,0.0,0.6,0.5,0.75,0.8,0.55,0.536,0.542,1,15,Container,38.2,90.9,Moderate,41,687,67.4,589,3784.0,0.62,77,98.03,5
